Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0021_SU_T1-R2	231	0.884	114.142	49.412%	16.586	46.819%	0.2399	0.779
CRUK0022_SU_T1-R1	899	0.958	254.167	28.272%	37.902	28.997%	0.07959	0.916
CRUK0022_SU_T1-R2	322	0.839	162.262	50.392%	27.461	54.509%	0.24839	0.696
CRUK0023_SU_T1-R1	202	0.87	108.862	53.892%	14.612	49.482%	0.26565	0.731
CRUK0023_SU_T1-R2	302	0.909	141.447	46.837%	17.805	41.943%	0.20994	0.8
CRUK0023_SU_T1-R3	301	0.93	117.938	39.182%	15.295	37.172%	0.16013	0.839
CRUK0023_SU_T1-R4	103	0.844	68.84	66.835%	9.441	53.883%	0.4321	0.746
CRUK0024_SU_T1-R1	355	0.763	229.84	64.744%	33.784	67.286%	0.34755	0.479
CRUK0024_SU_T1-R2	36	0.647	40.948	113.744%	5.805	76.223%	1.04065	0.493
CRUK0024_SU_T1-R3	884	0.96	248.391	28.099%	33.724	28.047%	0.07272	0.908
CRUK0024_SU_T1-R4	613	0.888	287.116	46.838%	38.586	48.251%	0.18317	0.725
CRUK0024_SU_T1-R6	684	0.899	297.114	43.438%	40.87	45.569%	0.15452	0.755
CRUK0025_SU_T1-R1	1647	0.97	414.934	25.193%	63.878	25.679%	0.05735	0.951
CRUK0025_SU_T1-R2	3046	0.969	734.562	24.116%	115.445	25.405%	0.04863	0.948
CRUK0025_SU_T1-R3	1235	0.945	402.084	32.557%	63.595	33.53%	0.09726	0.904
CRUK0026_SU_T1-R1	201	0.889	96.979	48.248%	13.092	46.201%	0.23787	0.757
CRUK0026_SU_T1-R2	412	0.813	209.719	50.903%	37.943	58.381%	0.2628	0.648
CRUK0027_SU_T1-R1	45	0.482	56.389	125.309%	11.458	87.622%	1.3547	0.354
CRUK0027_SU_T1-R2	332	0.645	279.164	84.086%	40.788	79.838%	0.56333	0.291
CRUK0027_SU_T1-R3	27	0.636	31.124	115.274%	4.432	77.151%	1.08916	0.476
CRUK0028_SU_T1-R1	281	0.878	151.374	53.87%	21.15	47.957%	0.27011	0.777
CRUK0028_SU_T1-R2	228	0.894	109.732	48.128%	15.504	44.794%	0.22897	0.796
CRUK0029_SU_T1-R1	126	0.787	93.571	74.263%	13.263	61.705%	0.4789	0.638
CRUK0029_SU_T1-R2	290	0.907	129.601	44.69%	17.106	42.606%	0.17925	0.79
CRUK0029_SU_T1-R4	1123	0.968	282.476	25.154%	39.949	25.044%	0.05477	0.934
CRUK0029_SU_T1-R5	278	0.896	131.044	47.138%	20.23	44.9%	0.21805	0.826
CRUK0029_SU_T1-R6	1025	0.969	257.172	25.09%	35.31	24.765%	0.06042	0.931
CRUK0029_SU_T1-R7	225	0.728	154.452	68.645%	25.857	69.081%	0.45482	0.51
CRUK0029_SU_T1-R8	699	0.95	246.877	35.319%	35.727	32.588%	0.10686	0.922
CRUK0030_SU_T2-R1	240	0.607	222.722	92.801%	36.357	80.182%	0.63436	0.36
CRUK0030_SU_T2-R2	265	0.899	135.965	51.308%	18.152	43.909%	0.24122	0.817
CRUK0030_SU_T2-R3	360	0.835	176.738	49.094%	35.11	55.431%	0.26362	0.744
CRUK0031_SU_T1-R1	2055	0.97	462.165	22.49%	73.916	24.673%	0.04511	0.944
CRUK0031_SU_T1-R2	1290	0.972	309.916	24.024%	41.652	23.47%	0.04694	0.937
CRUK0031_SU_T1-R3	1916	0.969	431.406	22.516%	64.512	24.542%	0.04536	0.931
CRUK0032_SU_T1-R1	253	0.487	234.977	92.876%	59.3	87.329%	0.79322	0.33
CRUK0032_SU_T1-R2	555	0.922	212.135	38.223%	29.929	39.167%	0.1247	0.822
CRUK0032_SU_T1-R3	444	0.815	212.688	47.903%	42.659	57.923%	0.2304	0.678
CRUK0032_SU_T1-R4	555	0.883	239.975	43.239%	36.076	48.694%	0.16147	0.721
CRUK0033_SU_T1-R1	416	0.953	139.317	33.49%	19.632	30.979%	0.11812	0.92
CRUK0033_SU_T1-R2	568	0.889	239.476	42.161%	41.683	45.97%	0.18817	0.807
CRUK0034_SU_T1-R1	214	0.665	157.442	73.571%	29.256	75.089%	0.51222	0.444
CRUK0034_SU_T1-R2	556	0.815	286.179	51.471%	45.688	60.536%	0.23853	0.571
CRUK0034_SU_T1-R3	487	0.928	194.352	39.908%	26.832	37.379%	0.15093	0.856
CRUK0035_SU_T1-R1	123	0.676	105.032	85.392%	15.031	75.249%	0.74645	0.394
CRUK0035_SU_T1-R2	178	0.516	174.488	98.027%	35.519	85.894%	0.82593	0.312
CRUK0035_SU_T1-R3	168	0.844	107.726	64.123%	14.111	53.72%	0.35931	0.706
CRUK0036_SU_T1-R1	143	0.821	90.804	63.499%	13.873	57.163%	0.38187	0.701
CRUK0036_SU_T1-R2	587	0.957	156.351	26.636%	23.556	29.202%	0.07574	0.901
CRUK0036_SU_T1-R3	275	0.899	137.685	50.067%	20.293	44.613%	0.22833	0.84
CRUK0036_SU_T1-R4	200	0.83	115.156	57.578%	17.424	55.945%	0.32461	0.676
CRUK0037_SU_T1-R1	752	0.965	214.363	28.506%	28.083	26.428%	0.08368	0.924
CRUK0037_SU_T1-R2	434	0.9	180.027	41.481%	26.234	44.599%	0.15816	0.767
CRUK0037_SU_T1-R3	407	0.921	173.539	42.639%	25.46	39.603%	0.17646	0.866
CRUK0037_SU_T1-R4	481	0.946	171.112	35.574%	22.241	32.294%	0.1319	0.888
CRUK0037_SU_T1-R5	637	0.961	176.385	27.69%	24.775	27.584%	0.07503	0.917
CRUK0038_SU_T1-R1	308	0.562	260.453	84.563%	59.874	82.729%	0.62726	0.396
CRUK0038_SU_T1-R2	259	0.571	187.571	72.421%	49.291	82.117%	0.57906	0.405
CRUK0039_SU_T1-R1	573	0.726	389.872	68.04%	58.539	72.481%	0.35377	0.394
CRUK0039_SU_T1-R2	599	0.791	346.861	57.907%	51.683	65.369%	0.25737	0.495
CRUK0039_SU_T1-R3	589	0.821	326.116	55.368%	47.062	60.262%	0.25097	0.571
CRUK0040_SU_T1-R1	142	0.864	88.444	62.285%	11.196	50.272%	0.36548	0.75
CRUK0040_SU_T1-R2	219	0.837	122.723	56.038%	17.916	55.159%	0.31052	0.667
CRUK0041_SU_T1-R1	716	0.967	193.791	27.066%	26.286	25.679%	0.08137	0.932
CRUK0041_SU_T1-R2	655	0.928	241.388	36.853%	36.998	37.464%	0.12431	0.864
CRUK0041_SU_T1-R3	1089	0.957	340.345	31.253%	47.625	29.531%	0.08981	0.919
CRUK0041_SU_T1-R4	256	0.836	141.637	55.327%	23.433	54.988%	0.31133	0.72
CRUK0042_SU_T1-R1	110	0.764	85.119	77.381%	11.914	64.613%	0.55603	0.585
CRUK0042_SU_T1-R2	38	0.705	38.43	101.132%	5.696	71.2%	0.867	0.592
CRUK0043_SU_T1-R1	499	0.852	209.084	41.901%	43.365	52.53%	0.19198	0.748
CRUK0043_SU_T1-R2	690	0.875	278.241	40.325%	50.433	48.48%	0.15537	0.753
CRUK0044_SU_T1-R1	173	0.535	180.339	104.242%	26.42	87.823%	0.84158	0.17
CRUK0044_SU_T1-R2	14	0.504	21.679	154.85%	3.673	86.573%	1.72327	0.405
CRUK0045_SU_T1-R1	97	0.588	91.858	94.699%	18.245	80.87%	0.81672	0.436
CRUK0045_SU_T1-R2	136	0.588	126.208	92.8%	28.603	81.162%	0.861	0.483
CRUK0045_SU_T1-R3	111	0.846	72.298	65.133%	10.137	53.651%	0.36321	0.749
CRUK0046_SU_T1-R1	552	0.939	198.534	35.966%	30.611	35.394%	0.12349	0.899
CRUK0046_SU_T1-R2	240	0.832	143.382	59.742%	19.267	56.668%	0.30453	0.633
CRUK0046_SU_T1-R3	379	0.905	163.64	43.177%	23.274	42.685%	0.16845	0.799
CRUK0046_SU_T1-R4	375	0.939	142.758	38.069%	18.68	34.457%	0.16271	0.874
CRUK0047_SU_T1-R1	235	0.899	119.429	50.821%	16.055	43.908%	0.25787	0.816
CRUK0047_SU_T1-R2	598	0.937	206.895	34.598%	31.363	35.074%	0.10814	0.881
CRUK0048_SU_T1-R1	272	0.426	269.026	98.907%	77.96	90.492%	0.99233	0.294
CRUK0048_SU_T1-R2	1081	0.939	388.211	35.912%	56.666	34.712%	0.11458	0.888
CRUK0048_SU_T1-R3	841	0.813	357.218	42.475%	83.374	58.329%	0.21852	0.685
CRUK0049_SU_T1-R1	700	0.719	490.85	70.121%	78.13	70.881%	0.35047	0.457
CRUK0049_SU_T1-R2	661	0.757	401.717	60.774%	66.085	66.841%	0.28845	0.504
CRUK0050_SU_T1-R1	221	0.867	123.561	55.91%	16.758	49.874%	0.30807	0.741
CRUK0050_SU_T1-R2	251	0.842	139.41	55.542%	20.356	54.268%	0.28826	0.681
CRUK0050_SU_T1-R3	194	0.88	94.646	48.787%	13.888	47.58%	0.21903	0.763
CRUK0050_SU_T1-R4	53	0.727	55.103	103.968%	7.321	68.87%	0.81784	0.608
CRUK0050_SU_T1-R5	238	0.897	109.78	46.126%	15.645	44.286%	0.21518	0.793
CRUK0051_SU_T1-R2	369	0.821	205.296	55.636%	29.445	60.522%	0.25476	0.567
CRUK0051_SU_T1-R3	778	0.966	201.816	25.94%	27.958	25.972%	0.06311	0.923
CRUK0051_SU_T1-R4	309	0.74	216.546	70.08%	29.934	72.156%	0.38898	0.388
CRUK0052_SU_T1-R1	709	0.826	385.702	54.401%	56.01	59.281%	0.23401	0.586
CRUK0052_SU_T1-R2	260	0.777	158.037	60.783%	23.58	66.219%	0.32309	0.488
CRUK0052_SU_T1-R3	192	0.524	181.675	94.622%	45.43	85.248%	0.88177	0.405
CRUK0052_SU_T1-R4	471	0.671	377.632	80.177%	55.864	76.771%	0.48317	0.348
CRUK0053_SU_T1-R1	1752	0.934	588.041	33.564%	84.761	37.392%	0.09774	0.837
CRUK0053_SU_T1-R2	2509	0.978	480.067	19.134%	71.041	20.887%	0.03194	0.949
CRUK0054_SU_T1-R1	276	0.857	148.233	53.708%	20.533	52.425%	0.2483	0.687
CRUK0054_SU_T1-R2	433	0.95	151.305	34.943%	20.724	31.703%	0.11596	0.911
CRUK0055_SU_T1-R1	152	0.574	145.18	95.513%	31.425	81.963%	0.85515	0.449
CRUK0055_SU_T1-R2	706	0.861	275.361	39.003%	60.735	51.21%	0.15699	0.773
CRUK0055_SU_T1-R3	338	0.649	272.018	80.479%	42.614	78.353%	0.49575	0.334
CRUK0055_SU_T1-R4	349	0.643	282.522	80.952%	41.363	81.799%	0.52071	0.235
CRUK0056_SU_T1-R1	277	0.788	161.314	58.236%	28.242	61.585%	0.28798	0.625
CRUK0056_SU_T1-R2	323	0.929	127.893	39.595%	18.133	37.099%	0.16531	0.868
CRUK0056_SU_T1-R3	404	0.896	168.62	41.738%	24.498	46.297%	0.13539	0.747
CRUK0057_SU_T1-R1	612	0.836	324.487	53.021%	46.13	58.948%	0.23411	0.589
CRUK0057_SU_T1-R2	644	0.594	463.895	72.033%	120.869	80.486%	0.53664	0.447
CRUK0058_SU_T1-R1	757	0.958	234.091	30.924%	33.262	29.346%	0.08693	0.924
CRUK0058_SU_T1-R2	772	0.962	231.381	29.972%	30.724	27.571%	0.08313	0.923
CRUK0059_SU_T1-R1	148	0.854	91.709	61.966%	12.728	52.224%	0.35453	0.75
CRUK0059_SU_T1-R2	155	0.812	100.455	64.81%	14.722	58.331%	0.40041	0.664
CRUK0060_SU_T1-R1	680	0.6	551.857	81.155%	86.461	85.752%	0.51298	0.165
CRUK0060_SU_T1-R2	191	0.743	142.45	74.581%	20.077	68.264%	0.46057	0.492
CRUK0061_SU_T1-R1	698	0.957	212.45	30.437%	29.031	29.189%	0.09159	0.909
CRUK0061_SU_T1-R2	55	0.778	51.099	92.907%	6.87	63.513%	0.72152	0.69
CRUK0062_SU_T1-R1	1812	0.965	523.861	28.911%	73.516	27.056%	0.06361	0.94
CRUK0062_SU_T1-R2	2245	0.97	512.632	22.834%	79.96	24.548%	0.04863	0.943
CRUK0062_SU_T1-R3	1693	0.961	438.27	25.887%	69.278	28.023%	0.06087	0.924
CRUK0062_SU_T1-R4	2610	0.967	693.416	26.568%	105.67	26.739%	0.05599	0.946
CRUK0062_SU_T1-R5	890	0.96	273.267	30.704%	36.799	28.346%	0.09621	0.921
CRUK0062_SU_T1-R6	288	0.855	155.6	54.028%	22.172	52.144%	0.25897	0.703
CRUK0062_SU_T1-R7	2951	0.969	763.331	25.867%	111.495	25.531%	0.05465	0.944
CRUK0063_SU_T1-R3	198	0.674	139.68	70.545%	27.406	74.043%	0.47821	0.476
CRUK0063_SU_T1-R4	372	0.878	155.525	41.808%	25.69	48.223%	0.1974	0.739
CRUK0063_SU_T1-R5	460	0.922	166.295	36.151%	25.53	38.861%	0.13545	0.833
CRUK0063_SU_T1-R6	96	0.534	97.909	101.989%	20.985	84.551%	0.95349	0.392
CRUK0063_SU_T1-R7	59	0.708	54.069	91.642%	7.827	70.574%	0.72408	0.542
CRUK0064_SU_T1-R1	257	0.855	139.198	54.163%	19.356	52.429%	0.28159	0.69
CRUK0064_SU_T1-R2	106	0.762	83.27	78.557%	11.163	65.104%	0.56347	0.561
CRUK0065_SU_T1-R1	1703	0.956	459.993	27.011%	75.16	29.672%	0.06652	0.919
CRUK0065_SU_T1-R2	1401	0.967	371.887	26.544%	51.113	25.485%	0.05864	0.933
CRUK0065_SU_T1-R3	588	0.936	195.193	33.196%	28.435	35.678%	0.092	0.851
CRUK0065_SU_T1-R4	796	0.962	218.934	27.504%	29.555	27.282%	0.07276	0.913
CRUK0065_SU_T1-R5	938	0.951	272.353	29.036%	40.892	30.827%	0.08593	0.895
CRUK0065_SU_T1-R6	1231	0.956	358.296	29.106%	54.093	29.73%	0.07919	0.917
CRUK0065_SU_T1-R7	202	0.835	112.757	55.82%	15.681	57.107%	0.29925	0.618
CRUK0066_SU_T1-R1	444	0.728	294.693	66.372%	57.356	68.544%	0.38101	0.58
CRUK0066_SU_T1-R2	113	0.839	75.921	67.187%	10.714	54.746%	0.39797	0.745
CRUK0066_SU_T1-R3	180	0.731	121.944	67.747%	19.253	69.838%	0.43549	0.464
CRUK0066_SU_T1-R4	1134	0.939	336.561	29.679%	58.066	34.627%	0.08579	0.88
CRUK0067_SU_T1-R1	818	0.838	364.67	44.581%	72.24	54.611%	0.17397	0.71
CRUK0067_SU_T1-R3	1142	0.925	359.681	31.496%	62.052	37.923%	0.0979	0.842
CRUK0068_SU_T1-R1	415	0.8	260.55	62.783%	36.059	62.328%	0.29086	0.55
CRUK0068_SU_T1-R2	106	0.67	95.926	90.496%	16.515	74.304%	0.68741	0.528
CRUK0068_SU_T1-R3	411	0.836	212.298	51.654%	31.239	58.221%	0.23806	0.599
CRUK0068_SU_T1-R4	239	0.749	167.205	69.96%	24.708	67.472%	0.43196	0.502
CRUK0069_SU_T1-R1	437	0.878	210.915	48.264%	28.853	49.962%	0.18878	0.705
CRUK0069_SU_T1-R2	386	0.855	193.631	50.163%	27.724	54.392%	0.21924	0.651
CRUK0069_SU_T1-R3	385	0.889	178.738	46.425%	28.931	46.261%	0.22094	0.813
CRUK0069_SU_T1-R4	388	0.864	195.375	50.354%	27.405	51.791%	0.22804	0.687
CRUK0069_SU_T1-R5	415	0.879	186.377	44.91%	27.108	50.26%	0.18616	0.702
CRUK0070_SU_T1-R1	2844	0.98	577.592	20.309%	86.588	20.769%	0.03604	0.966
CRUK0070_SU_T1-R2	2111	0.972	516.488	24.467%	75.069	24.09%	0.05401	0.951
CRUK0070_SU_T1-R4	1303	0.968	331.815	25.465%	44.929	25.041%	0.05896	0.928
CRUK0070_SU_T1-R6	1179	0.97	293.957	24.933%	41.266	24.428%	0.06043	0.94
CRUK0070_SU_T1-R7	174	0.412	196.979	113.206%	52.352	91.133%	1.17019	0.286
CRUK0071_SU_T1-R1	1578	0.957	442.064	28.014%	69.73	29.558%	0.0696	0.922
CRUK0071_SU_T1-R2	461	0.942	156.418	33.93%	22.433	33.67%	0.10292	0.88
CRUK0071_SU_T1-R3	544	0.93	217.902	40.056%	31.816	37.412%	0.14519	0.88
CRUK0071_SU_T1-R5	104	0.428	115.518	111.075%	28.098	90.404%	1.25335	0.276
CRUK0071_SU_T1-R6	336	0.899	141.199	42.024%	20.172	45.31%	0.17247	0.758
CRUK0071_SU_T1-R7	1406	0.965	370.298	26.337%	56.187	26.968%	0.06403	0.936
CRUK0072_SU_T1-R1	822	0.959	227.253	27.646%	33.245	28.509%	0.06883	0.912
CRUK0072_SU_T1-R2	2187	0.966	576.869	26.377%	88.201	26.873%	0.06088	0.941
CRUK0072_SU_T1-R3	296	0.838	160.419	54.196%	24.585	54.81%	0.28869	0.679
CRUK0072_SU_T1-R4	2021	0.962	561.234	27.77%	87.045	28.327%	0.06101	0.938
CRUK0073_SU_T1-R1	3360	0.973	705.073	20.984%	112.575	23.337%	0.04169	0.946
CRUK0073_SU_T1-R2	888	0.957	268.893	30.281%	37.679	29.077%	0.07456	0.917
CRUK0074_SU_T1-R1	969	0.883	364.615	37.628%	69.121	46.956%	0.13997	0.773
CRUK0074_SU_T1-R2	352	0.828	187.244	53.194%	30.416	56.287%	0.25274	0.665
CRUK0074_SU_T1-R3	195	0.743	132.744	68.074%	21.679	67.386%	0.39225	0.534
CRUK0075_SU_T1-R1	340	0.765	205.593	60.469%	30.985	69.458%	0.30296	0.429
CRUK0075_SU_T1-R2	1084	0.966	267.28	24.657%	39.46	26.011%	0.05896	0.925
CRUK0076_SU_T1-R1	1084	0.963	302.479	27.904%	43.412	27.252%	0.06375	0.931
CRUK0076_SU_T1-R2	1405	0.963	352.837	25.113%	51.918	26.867%	0.06386	0.917
CRUK0076_SU_T1-R3	860	0.938	277.593	32.278%	40.161	36.327%	0.1024	0.848
CRUK0076_SU_T1-R4	1001	0.946	305.366	30.506%	44.867	32.797%	0.08765	0.875
CRUK0077_SU_T1-R1	427	0.9	189.26	44.323%	25.582	44.743%	0.16397	0.764
CRUK0077_SU_T1-R2	1416	0.947	460.11	32.494%	73.099	33.176%	0.0855	0.913
CRUK0077_SU_T1-R3	3436	0.969	927.159	26.984%	134.772	25.964%	0.05435	0.95
CRUK0078_SU_T1-R2	313	0.85	170.352	54.426%	29.15	53.265%	0.31642	0.77
CRUK0078_SU_T1-R3	158	0.476	157.112	99.438%	38.626	87.923%	0.93274	0.327
CRUK0078_SU_T1-R4	87	0.832	66.701	76.668%	9.177	56.588%	0.49218	0.763
CRUK0079_SU_T1-R1	622	0.947	221.071	35.542%	31.314	32.88%	0.11101	0.908
CRUK0079_SU_T1-R2	1023	0.962	282.775	27.642%	39.242	27.183%	0.06569	0.919
CRUK0079_SU_T1-R3	1157	0.972	287.872	24.881%	39.7	23.71%	0.05729	0.947
CRUK0079_SU_T1-R4	1140	0.966	304.878	26.744%	42.854	25.949%	0.06512	0.934
CRUK0080_SU_T1-R2	181	0.609	138.638	76.596%	30.306	79.396%	0.59902	0.424
CRUK0080_SU_T1-R3	180	0.809	115.875	64.375%	18.835	59.033%	0.40723	0.698
CRUK0080_SU_T1-R4	273	0.843	149.066	54.603%	23.854	53.757%	0.29276	0.724
CRUK0080_SU_T1-R5	333	0.908	136.467	40.981%	19.307	42.694%	0.15484	0.787
CRUK0080_SU_T1-R6	324	0.8	164.999	50.926%	31.883	60.103%	0.2858	0.641
CRUK0081_SU_T1-R1	143	0.813	91.325	63.864%	12.304	59.404%	0.36599	0.602
CRUK0081_SU_T1-R5	440	0.934	155.997	35.454%	21.497	36.472%	0.11497	0.843
CRUK0081_SU_T1-R6	43	0.703	48.629	113.091%	7.664	72.743%	0.9818	0.653
CRUK0082_SU_T1-R1	844	0.949	282.565	33.479%	41.925	32.386%	0.10506	0.913
CRUK0082_SU_T1-R2	524	0.912	227.726	43.459%	34.67	41.51%	0.17423	0.852
CRUK0082_SU_T1-R3	260	0.882	144.864	55.717%	19.6	47.232%	0.29264	0.793
CRUK0082_SU_T1-R4	1067	0.967	278.275	26.08%	37.997	25.432%	0.05703	0.929
CRUK0082_SU_T1-R5	482	0.917	173.769	36.052%	26.223	41.226%	0.14072	0.8
CRUK0083_SU_T1-R1	1555	0.974	333.972	21.477%	49.282	22.598%	0.04407	0.945
CRUK0083_SU_T1-R2	1821	0.982	325.682	17.885%	48.76	18.952%	0.03004	0.964
CRUK0083_SU_T1-R3	1261	0.944	376.656	29.87%	56.139	33.805%	0.08298	0.866
CRUK0083_SU_T1-R4	3044	0.978	661.296	21.725%	96.065	21.567%	0.04017	0.962
CRUK0084_SU_T1-R1	869	0.937	330.325	38.012%	47.36	35.487%	0.13057	0.889
CRUK0084_SU_T1-R2	913	0.964	259.506	28.423%	36.685	27.234%	0.08119	0.932
CRUK0084_SU_T1-R3	491	0.933	196.966	40.115%	27.112	36.324%	0.14827	0.877
CRUK0084_SU_T1-R4	633	0.946	209.632	33.117%	31.254	32.808%	0.11082	0.901
CRUK0085_SU_T1-R1	378	0.697	247.615	65.507%	42.855	74.042%	0.39911	0.394
CRUK0085_SU_T1-R2	763	0.76	415.65	54.476%	73.894	67.358%	0.26545	0.483
CRUK0085_SU_T1-R3	755	0.687	539.747	71.49%	92.968	73.661%	0.39981	0.433
CRUK0085_SU_T1-R4	1061	0.914	384.612	36.25%	60.806	40.745%	0.11162	0.812
CRUK0086_SU_T1-R1	348	0.789	220.301	63.305%	31.686	63.095%	0.32459	0.549
CRUK0086_SU_T1-R2	777	0.947	239.195	30.784%	34.694	32.306%	0.08558	0.88
CRUK0086_SU_T1-R4	343	0.7	232.749	67.857%	38.448	73.761%	0.37322	0.396
CRUK0087_SU_T1-R1	404	0.69	276.112	68.345%	50.587	72.986%	0.3912	0.456
CRUK0087_SU_T1-R2	360	0.65	267.017	74.171%	50.12	76.557%	0.47673	0.416
CRUK0087_SU_T1-R3	261	0.709	183.821	70.43%	32.683	70.7%	0.47762	0.511
