Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0029_SU_T1-R8	699	0.98	157.331	22.508%	22.112	20.169%	0.05621	0.964
CRUK0030_SU_T2-R1	240	0.948	106.008	44.17%	14.564	32.12%	0.22431	0.927
CRUK0030_SU_T2-R2	265	0.915	122.574	46.254%	16.642	40.256%	0.20772	0.847
CRUK0030_SU_T2-R3	360	0.952	131.033	36.398%	19.631	30.993%	0.13746	0.927
CRUK0031_SU_T1-R1	2055	0.99	312.634	15.213%	42.514	14.191%	0.02281	0.98
CRUK0031_SU_T1-R2	1290	0.978	272.887	21.154%	37.438	21.095%	0.0421	0.949
CRUK0031_SU_T1-R3	1916	0.98	375.871	19.617%	51.875	19.735%	0.03652	0.955
CRUK0032_SU_T1-R1	253	0.976	104.154	41.168%	14.871	21.9%	0.20432	0.972
CRUK0032_SU_T1-R2	555	0.959	162.879	29.348%	21.729	28.436%	0.08754	0.907
CRUK0032_SU_T1-R3	444	0.968	140.102	31.555%	18.514	25.139%	0.10903	0.948
CRUK0032_SU_T1-R4	555	0.962	154.695	27.873%	20.338	27.451%	0.0759	0.906
CRUK0033_SU_T1-R1	416	0.964	117.68	28.288%	16.814	26.532%	0.1024	0.935
CRUK0033_SU_T1-R2	568	0.968	165.053	29.059%	22.677	25.009%	0.10832	0.946
CRUK0034_SU_T1-R1	214	0.912	111.719	52.205%	16.699	42.86%	0.298	0.873
CRUK0034_SU_T1-R2	556	0.952	176.451	31.736%	23.221	30.768%	0.09176	0.888
CRUK0034_SU_T1-R3	487	0.945	167.106	34.313%	23.665	32.967%	0.1236	0.893
CRUK0035_SU_T1-R1	123	0.755	89.977	73.152%	13.26	66.383%	0.645	0.559
CRUK0035_SU_T1-R2	178	0.95	91.042	51.147%	13.303	32.17%	0.30894	0.938
CRUK0035_SU_T1-R3	168	0.851	104.718	62.332%	13.819	52.608%	0.3431	0.721
CRUK0036_SU_T1-R1	143	0.84	81.512	57.001%	13.199	54.386%	0.33572	0.735
CRUK0036_SU_T1-R2	587	0.961	152.666	26.008%	22.494	27.885%	0.07338	0.911
CRUK0036_SU_T1-R3	275	0.922	122.46	44.531%	17.631	38.761%	0.19348	0.871
CRUK0036_SU_T1-R4	200	0.841	110.582	55.291%	16.932	54.365%	0.29965	0.703
CRUK0037_SU_T1-R1	752	0.976	183.719	24.431%	23.048	21.689%	0.06653	0.95
CRUK0037_SU_T1-R2	434	0.929	148.823	34.291%	21.752	36.98%	0.11171	0.827
CRUK0037_SU_T1-R3	407	0.952	126.692	31.128%	19.64	30.55%	0.12451	0.916
CRUK0037_SU_T1-R4	481	0.95	168.293	34.988%	21.542	31.279%	0.13083	0.895
CRUK0037_SU_T1-R5	637	0.97	158.666	24.908%	22.006	24.501%	0.06418	0.935
CRUK0038_SU_T1-R1	308	0.983	107.147	34.788%	13.354	18.451%	0.17605	0.979
CRUK0038_SU_T1-R2	259	0.978	89.186	34.435%	12.474	20.781%	0.15547	0.973
CRUK0039_SU_T1-R1	573	0.96	162.069	28.284%	22.577	27.954%	0.08317	0.915
CRUK0039_SU_T1-R2	599	0.962	163.709	27.33%	21.451	27.131%	0.07029	0.904
CRUK0039_SU_T1-R3	589	0.952	180.826	30.701%	24.02	30.757%	0.08986	0.876
CRUK0040_SU_T1-R1	142	0.878	85.328	60.09%	10.652	47.829%	0.34576	0.778
CRUK0040_SU_T1-R2	219	0.892	108.071	49.347%	14.689	45.224%	0.24864	0.782
CRUK0041_SU_T1-R1	716	0.971	179.882	25.123%	24.555	23.988%	0.07741	0.939
CRUK0041_SU_T1-R2	655	0.96	192.328	29.363%	27.727	28.076%	0.08668	0.925
CRUK0041_SU_T1-R3	1089	0.977	249.132	22.877%	34.267	21.248%	0.05881	0.956
CRUK0041_SU_T1-R4	256	0.939	102.478	40.03%	14.681	34.451%	0.20115	0.9
CRUK0042_SU_T1-R1	110	0.778	84.814	77.104%	11.597	62.894%	0.54851	0.611
CRUK0042_SU_T1-R2	38	0.723	35.292	92.874%	5.528	69.1%	0.83424	0.614
CRUK0043_SU_T1-R1	499	0.976	137.662	27.588%	18.105	21.931%	0.08981	0.961
CRUK0043_SU_T1-R2	690	0.98	158.648	22.992%	21.009	20.195%	0.06789	0.963
CRUK0044_SU_T1-R1	173	0.859	106.727	61.692%	15.423	51.268%	0.37616	0.776
CRUK0044_SU_T1-R2	14	0.54	20.156	143.971%	3.57	84.146%	1.61559	0.449
CRUK0045_SU_T1-R1	97	0.881	68.152	70.26%	10.662	47.258%	0.44429	0.851
CRUK0045_SU_T1-R2	136	0.955	70.743	52.017%	10.9	30.929%	0.34335	0.948
CRUK0045_SU_T1-R3	111	0.878	64.299	57.927%	9.07	48.004%	0.31979	0.803
CRUK0046_SU_T1-R1	552	0.964	160.891	29.147%	23.114	26.725%	0.09396	0.937
CRUK0046_SU_T1-R2	240	0.856	132.381	55.159%	17.656	51.929%	0.28263	0.675
CRUK0046_SU_T1-R3	379	0.908	161.059	42.496%	22.945	42.081%	0.16436	0.805
CRUK0046_SU_T1-R4	375	0.948	131.871	35.166%	17.29	31.893%	0.14938	0.893
CRUK0047_SU_T1-R1	235	0.922	103.157	43.897%	14.152	38.704%	0.20984	0.859
CRUK0047_SU_T1-R2	598	0.954	172.934	28.919%	26.885	30.066%	0.08748	0.912
CRUK0048_SU_T1-R1	272	0.991	82.699	30.404%	11.423	13.259%	0.15571	0.99
CRUK0048_SU_T1-R2	1081	0.972	257.085	23.782%	38.804	23.77%	0.06028	0.948
CRUK0048_SU_T1-R3	841	0.987	171.36	20.376%	23.365	16.346%	0.05897	0.979
CRUK0049_SU_T1-R1	700	0.97	191.022	27.289%	27.238	24.711%	0.07459	0.95
CRUK0049_SU_T1-R2	661	0.956	195.379	29.558%	29.206	29.54%	0.08872	0.916
CRUK0050_SU_T1-R1	221	0.885	117.874	53.337%	15.668	46.63%	0.28634	0.78
CRUK0050_SU_T1-R2	251	0.859	133.766	53.293%	19.277	51.392%	0.26662	0.716
CRUK0050_SU_T1-R3	194	0.917	89.215	45.987%	11.679	40.012%	0.18189	0.84
CRUK0050_SU_T1-R4	53	0.748	52.042	98.192%	7.053	66.349%	0.77228	0.637
CRUK0050_SU_T1-R5	238	0.931	97.428	40.936%	12.855	36.389%	0.18606	0.865
CRUK0051_SU_T1-R2	369	0.896	155.056	42.021%	21.681	44.564%	0.1672	0.72
CRUK0051_SU_T1-R3	778	0.971	191.966	24.674%	25.618	23.798%	0.05714	0.936
CRUK0051_SU_T1-R4	309	0.91	134.731	43.602%	17.32	41.75%	0.17888	0.774
CRUK0052_SU_T1-R1	709	0.955	195.902	27.631%	28.008	29.643%	0.07929	0.889
CRUK0052_SU_T1-R2	260	0.907	113.476	43.645%	15.07	42.321%	0.20194	0.781
CRUK0052_SU_T1-R3	192	0.948	110.006	57.295%	17.992	33.761%	0.29971	0.941
CRUK0052_SU_T1-R4	471	0.939	162.349	34.469%	25.532	35.087%	0.12881	0.895
CRUK0053_SU_T1-R1	1752	0.987	280.799	16.027%	37.15	16.388%	0.02705	0.964
CRUK0053_SU_T1-R2	2509	0.986	406.838	16.215%	57.217	16.822%	0.02298	0.967
CRUK0054_SU_T1-R1	276	0.913	122.408	44.351%	16.039	40.951%	0.20364	0.809
CRUK0054_SU_T1-R2	433	0.965	120.058	27.727%	17.072	26.117%	0.09296	0.935
CRUK0055_SU_T1-R1	152	0.942	81.552	53.653%	13.147	34.29%	0.37317	0.931
CRUK0055_SU_T1-R2	706	0.965	199.13	28.205%	31.591	26.637%	0.06922	0.947
CRUK0055_SU_T1-R3	338	0.942	136.862	40.492%	18.488	33.993%	0.16233	0.903
CRUK0055_SU_T1-R4	349	0.94	129.105	36.993%	17.212	34.038%	0.12791	0.878
CRUK0056_SU_T1-R1	277	0.956	99.827	36.039%	13.534	29.513%	0.16692	0.928
CRUK0056_SU_T1-R2	323	0.943	112.916	34.959%	16.218	33.181%	0.1415	0.894
CRUK0056_SU_T1-R3	404	0.951	125.268	31.007%	16.452	31.091%	0.09267	0.874
CRUK0057_SU_T1-R1	612	0.942	195.632	31.966%	26.46	33.812%	0.09111	0.832
CRUK0057_SU_T1-R2	644	0.986	180.402	28.013%	25.098	16.713%	0.0992	0.983
CRUK0058_SU_T1-R1	757	0.976	178.163	23.535%	24.474	21.593%	0.06424	0.955
CRUK0058_SU_T1-R2	772	0.967	216.131	27.996%	28.28	25.378%	0.07005	0.934
CRUK0059_SU_T1-R1	148	0.867	87.973	59.441%	12.141	49.815%	0.33121	0.774
CRUK0059_SU_T1-R2	155	0.884	89.049	57.451%	11.826	46.856%	0.32528	0.799
CRUK0060_SU_T1-R1	680	0.962	196.15	28.846%	27.678	27.451%	0.08667	0.926
CRUK0060_SU_T1-R2	191	0.92	86.958	45.528%	11.686	39.734%	0.24057	0.857
CRUK0061_SU_T1-R1	698	0.968	177.527	25.434%	25.189	25.326%	0.07544	0.933
CRUK0061_SU_T1-R2	55	0.816	45.765	83.209%	6.296	58.207%	0.64274	0.741
CRUK0062_SU_T1-R1	1812	0.99	271.589	14.988%	37.831	13.923%	0.02483	0.982
CRUK0062_SU_T1-R2	2245	0.991	304.458	13.562%	43.645	13.399%	0.01883	0.982
CRUK0062_SU_T1-R3	1693	0.983	310.079	18.315%	45.027	18.213%	0.03154	0.967
CRUK0062_SU_T1-R4	2610	0.994	314.83	12.062%	44.001	11.134%	0.01554	0.989
CRUK0062_SU_T1-R5	890	0.972	231.918	26.058%	30.667	23.622%	0.07464	0.944
CRUK0062_SU_T1-R6	288	0.865	150.438	52.235%	21.419	50.373%	0.24928	0.725
CRUK0062_SU_T1-R7	2951	0.99	449.296	15.225%	61.181	14.01%	0.0221	0.981
CRUK0063_SU_T1-R3	198	0.925	100.739	50.878%	14.099	38.091%	0.28898	0.892
CRUK0063_SU_T1-R4	372	0.935	128.936	34.66%	18.882	35.444%	0.12965	0.864
CRUK0063_SU_T1-R5	460	0.95	137.401	29.87%	20.575	31.318%	0.0935	0.894
CRUK0063_SU_T1-R6	96	0.933	62.846	65.465%	8.956	36.085%	0.51823	0.92
CRUK0063_SU_T1-R7	59	0.729	50.401	85.425%	7.615	68.662%	0.65922	0.584
CRUK0064_SU_T1-R1	257	0.932	103.581	40.304%	13.427	36.369%	0.19497	0.857
CRUK0064_SU_T1-R2	106	0.763	83.234	78.523%	11.149	65.022%	0.56694	0.561
CRUK0065_SU_T1-R1	1703	0.98	314.502	18.468%	50.336	19.872%	0.02868	0.962
CRUK0065_SU_T1-R2	1401	0.985	249.824	17.832%	35.198	17.55%	0.03321	0.969
CRUK0065_SU_T1-R3	588	0.954	169.085	28.756%	23.962	30.065%	0.07374	0.893
CRUK0065_SU_T1-R4	796	0.969	202.033	25.381%	27.011	24.933%	0.06298	0.929
CRUK0065_SU_T1-R5	938	0.97	220.672	23.526%	32.364	24.398%	0.0598	0.936
CRUK0065_SU_T1-R6	1231	0.978	260.783	21.185%	38.374	21.091%	0.04683	0.957
CRUK0065_SU_T1-R7	202	0.907	89.889	44.5%	11.552	42.07%	0.2055	0.772
CRUK0066_SU_T1-R1	444	0.967	164.653	37.084%	21.685	25.915%	0.17309	0.954
CRUK0066_SU_T1-R2	113	0.858	70.783	62.64%	10.096	51.588%	0.37704	0.775
CRUK0066_SU_T1-R3	180	0.881	96.336	53.52%	13.077	47.435%	0.30267	0.774
CRUK0066_SU_T1-R4	1134	0.975	261.777	23.084%	37.156	22.158%	0.05449	0.952
CRUK0067_SU_T1-R1	818	0.971	201.948	24.688%	31.758	24.008%	0.05957	0.951
CRUK0067_SU_T1-R3	1142	0.979	254.412	22.278%	34.211	20.908%	0.05367	0.958
CRUK0068_SU_T1-R1	415	0.927	163.308	39.351%	21.726	37.554%	0.15248	0.837
CRUK0068_SU_T1-R2	106	0.885	70.287	66.308%	10.36	46.612%	0.40278	0.846
CRUK0068_SU_T1-R3	411	0.936	143.271	34.859%	18.956	35.329%	0.13576	0.826
CRUK0068_SU_T1-R4	239	0.879	129.6	54.226%	17.58	48.007%	0.28492	0.774
CRUK0069_SU_T1-R1	437	0.919	163.91	37.508%	22.876	39.612%	0.13182	0.786
CRUK0069_SU_T1-R2	386	0.915	151.511	39.252%	20.581	40.378%	0.1408	0.773
CRUK0069_SU_T1-R3	385	0.93	148.987	38.698%	23.011	36.795%	0.16321	0.881
CRUK0069_SU_T1-R4	388	0.909	170.991	44.07%	22.065	41.699%	0.16443	0.78
CRUK0069_SU_T1-R5	415	0.921	153.911	37.087%	21.136	39.188%	0.12901	0.782
CRUK0070_SU_T1-R1	2844	0.993	365.519	12.852%	47.654	11.43%	0.0164	0.987
CRUK0070_SU_T1-R2	2111	0.99	336.676	15.949%	43.121	13.838%	0.0262	0.982
CRUK0070_SU_T1-R4	1303	0.974	299.685	23.0%	41.138	22.928%	0.05059	0.941
CRUK0070_SU_T1-R6	1179	0.983	231.511	19.636%	31.44	18.611%	0.04315	0.964
CRUK0070_SU_T1-R7	174	0.976	86.593	49.766%	14.515	25.267%	0.30625	0.975
CRUK0071_SU_T1-R1	1578	0.982	312.153	19.782%	44.675	18.937%	0.03634	0.966
CRUK0071_SU_T1-R2	461	0.952	142.019	30.807%	20.433	30.668%	0.09279	0.901
CRUK0071_SU_T1-R3	544	0.959	169.155	31.095%	24.146	28.393%	0.10034	0.927
CRUK0071_SU_T1-R5	104	0.922	70.121	67.424%	12.099	38.928%	0.55683	0.912
CRUK0071_SU_T1-R6	336	0.923	126.82	37.744%	17.304	38.868%	0.14407	0.803
CRUK0071_SU_T1-R7	1406	0.986	257.509	18.315%	34.906	16.753%	0.03587	0.973
CRUK0072_SU_T1-R1	822	0.961	225.46	27.428%	32.46	27.836%	0.06663	0.916
CRUK0072_SU_T1-R2	2187	0.99	337.735	15.443%	45.505	13.864%	0.02338	0.982
CRUK0072_SU_T1-R3	296	0.901	134.272	45.362%	19.562	43.611%	0.23266	0.812
CRUK0072_SU_T1-R4	2021	0.989	310.501	15.364%	44.968	14.634%	0.01998	0.981
CRUK0073_SU_T1-R1	3360	0.988	485.061	14.436%	74.15	15.371%	0.01962	0.976
CRUK0073_SU_T1-R2	888	0.971	227.914	25.666%	30.947	23.882%	0.06305	0.943
CRUK0074_SU_T1-R1	969	0.969	260.144	26.847%	36.855	25.037%	0.06789	0.943
CRUK0074_SU_T1-R2	352	0.946	127.729	36.287%	17.68	32.718%	0.14721	0.902
CRUK0074_SU_T1-R3	195	0.919	93.519	47.958%	12.695	39.46%	0.24742	0.866
CRUK0075_SU_T1-R1	340	0.921	126.905	37.325%	17.666	39.602%	0.14721	0.795
CRUK0075_SU_T1-R2	1084	0.982	216.4	19.963%	28.692	18.913%	0.04097	0.961
CRUK0076_SU_T1-R1	1084	0.98	227.193	20.959%	31.398	19.71%	0.04177	0.962
CRUK0076_SU_T1-R2	1405	0.98	289.039	20.572%	39.165	20.268%	0.04547	0.957
CRUK0076_SU_T1-R3	860	0.966	220.786	25.673%	28.854	26.1%	0.06547	0.907
CRUK0076_SU_T1-R4	1001	0.965	265.995	26.573%	35.796	26.166%	0.06541	0.921
CRUK0077_SU_T1-R1	427	0.917	176.518	41.339%	23.02	40.262%	0.14346	0.794
CRUK0077_SU_T1-R2	1416	0.977	317.322	22.41%	46.924	21.297%	0.04794	0.959
CRUK0077_SU_T1-R3	3436	0.993	463.939	13.502%	59.21	11.407%	0.01778	0.988
CRUK0078_SU_T1-R2	313	0.943	126.171	40.31%	18.288	33.417%	0.21626	0.912
CRUK0078_SU_T1-R3	158	0.971	70.012	44.311%	10.539	23.989%	0.25848	0.966
CRUK0078_SU_T1-R4	87	0.866	60.204	69.2%	8.164	50.341%	0.44721	0.803
CRUK0079_SU_T1-R1	622	0.967	170.255	27.372%	24.219	25.43%	0.07977	0.94
CRUK0079_SU_T1-R2	1023	0.979	211.017	20.627%	30.063	20.824%	0.03858	0.957
CRUK0079_SU_T1-R3	1157	0.979	250.536	21.654%	33.993	20.302%	0.04671	0.958
CRUK0079_SU_T1-R4	1140	0.981	235.634	20.67%	32.198	19.496%	0.04483	0.962
CRUK0080_SU_T1-R2	181	0.902	100.602	55.581%	16.491	43.203%	0.34167	0.87
CRUK0080_SU_T1-R3	180	0.879	100.523	55.846%	15.197	47.63%	0.31687	0.813
CRUK0080_SU_T1-R4	273	0.901	136.398	49.963%	19.276	43.44%	0.23214	0.831
CRUK0080_SU_T1-R5	333	0.916	133.324	40.037%	18.2	40.246%	0.15196	0.798
CRUK0080_SU_T1-R6	324	0.952	129.225	39.884%	16.347	30.816%	0.17784	0.92
CRUK0081_SU_T1-R1	143	0.83	88.227	61.697%	11.586	55.938%	0.3513	0.624
CRUK0081_SU_T1-R5	440	0.938	151.703	34.478%	20.575	34.908%	0.1109	0.848
CRUK0081_SU_T1-R6	43	0.731	46.872	109.005%	7.26	68.909%	0.95599	0.667
CRUK0082_SU_T1-R1	844	0.985	169.529	20.086%	22.198	17.148%	0.06121	0.974
CRUK0082_SU_T1-R2	524	0.948	183.441	35.008%	26.618	31.869%	0.12058	0.91
CRUK0082_SU_T1-R3	260	0.918	122.944	47.286%	16.522	39.815%	0.2288	0.856
CRUK0082_SU_T1-R4	1067	0.975	251.105	23.534%	33.153	22.189%	0.05031	0.947
CRUK0082_SU_T1-R5	482	0.925	171.646	35.611%	24.459	38.453%	0.12997	0.807
CRUK0083_SU_T1-R1	1555	0.988	252.534	16.24%	34.4	15.774%	0.02713	0.974
CRUK0083_SU_T1-R2	1821	0.991	238.16	13.079%	34.414	13.376%	0.01756	0.981
CRUK0083_SU_T1-R3	1261	0.974	276.968	21.964%	38.146	22.97%	0.04907	0.938
CRUK0083_SU_T1-R4	3044	0.993	352.161	11.569%	52.766	11.846%	0.01334	0.987
CRUK0084_SU_T1-R1	869	0.965	250.209	28.793%	34.869	26.127%	0.0806	0.937
CRUK0084_SU_T1-R2	913	0.979	212.481	23.273%	27.486	20.405%	0.0608	0.959
CRUK0084_SU_T1-R3	491	0.958	151.438	30.843%	21.371	28.632%	0.11318	0.922
CRUK0084_SU_T1-R4	633	0.973	163.972	25.904%	22.105	23.204%	0.07744	0.949
CRUK0085_SU_T1-R1	378	0.931	141.782	37.508%	21.192	36.614%	0.13027	0.873
CRUK0085_SU_T1-R2	763	0.963	203.117	26.621%	29.562	26.947%	0.06781	0.924
CRUK0085_SU_T1-R3	755	0.965	227.458	30.127%	33.583	26.609%	0.09593	0.945
CRUK0085_SU_T1-R4	1061	0.98	224.466	21.156%	29.734	19.924%	0.04685	0.958
CRUK0086_SU_T1-R1	348	0.937	127.559	36.655%	17.585	35.016%	0.14065	0.872
CRUK0086_SU_T1-R2	777	0.968	197.451	25.412%	27.134	25.266%	0.06064	0.928
CRUK0086_SU_T1-R4	343	0.948	123.515	36.01%	16.516	31.685%	0.15247	0.904
CRUK0087_SU_T1-R1	404	0.977	110.088	27.25%	14.828	21.393%	0.09795	0.965
CRUK0087_SU_T1-R2	360	0.938	156.417	43.449%	22.897	34.975%	0.17348	0.909
CRUK0087_SU_T1-R3	261	0.926	121.286	46.47%	17.562	37.99%	0.22822	0.888
