Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0016_SU_T1-R1	1910	0.978	378.756	19.83%	57.518	20.793%	0.03129	0.956
CRUK0016_SU_T1-R2	879	0.683	577.934	65.749%	125.895	73.004%	0.38574	0.519
CRUK0017_SU_T1-R1	435	0.96	137.061	31.508%	18.479	28.229%	0.1153	0.927
CRUK0017_SU_T1-R2	293	0.878	143.372	48.932%	19.748	48.339%	0.20284	0.72
CRUK0017_SU_T1-R3	475	0.874	197.395	41.557%	31.708	49.769%	0.14679	0.695
CRUK0017_SU_T1-R4	476	0.915	193.953	40.746%	27.996	40.308%	0.18139	0.827
CRUK0018_SU_T1-R1	434	0.766	264.733	60.998%	45.805	64.649%	0.43014	0.576
CRUK0018_SU_T1-R2	705	0.956	210.326	29.833%	28.973	29.23%	0.07929	0.905
CRUK0018_SU_T1-R3	279	0.859	138.558	49.662%	19.591	53.143%	0.2442	0.649
CRUK0018_SU_T1-R4	303	0.817	158.85	52.426%	24.367	60.262%	0.26134	0.556
CRUK0019_SU_T1-R1	424	0.888	215.162	50.746%	32.672	46.876%	0.21593	0.825
CRUK0019_SU_T1-R2	2585	0.986	445.64	17.239%	70.338	17.512%	0.02941	0.979
CRUK0020_SU_T1-R1	1141	0.793	542.453	47.542%	116.471	60.936%	0.21478	0.642
CRUK0020_SU_T1-R2	574	0.852	257.266	44.82%	43.136	53.719%	0.1638	0.675
CRUK0021_SU_T1-R1	128	0.85	81.477	63.654%	11.307	52.605%	0.3813	0.749
CRUK0021_SU_T1-R2	231	0.893	112.49	48.697%	16.015	45.207%	0.23232	0.801
CRUK0022_SU_T1-R1	899	0.961	241.419	26.854%	36.313	27.781%	0.07209	0.921
CRUK0022_SU_T1-R2	322	0.887	171.283	53.193%	23.461	46.569%	0.22452	0.799
CRUK0023_SU_T1-R1	202	0.87	108.898	53.91%	14.611	49.479%	0.2655	0.731
CRUK0023_SU_T1-R2	302	0.914	137.271	45.454%	17.199	40.516%	0.20212	0.809
CRUK0023_SU_T1-R3	301	0.932	114.075	37.899%	14.935	36.298%	0.15211	0.842
CRUK0023_SU_T1-R4	103	0.85	67.287	65.327%	9.23	52.678%	0.42793	0.754
CRUK0024_SU_T1-R1	355	0.798	215.129	60.6%	30.823	61.389%	0.26075	0.537
CRUK0024_SU_T1-R2	36	0.662	39.067	108.519%	5.713	75.015%	1.00076	0.518
CRUK0024_SU_T1-R3	884	0.962	250.294	28.314%	33.385	27.765%	0.07562	0.913
CRUK0024_SU_T1-R4	613	0.912	242.771	39.604%	33.475	41.86%	0.13793	0.77
CRUK0024_SU_T1-R6	684	0.903	284.456	41.587%	39.636	44.193%	0.14279	0.755
CRUK0025_SU_T1-R1	1647	0.989	264.282	16.046%	36.593	14.71%	0.02645	0.981
CRUK0025_SU_T1-R2	3046	0.99	408.91	13.424%	63.442	13.961%	0.01641	0.982
CRUK0025_SU_T1-R3	1235	0.975	288.246	23.34%	41.995	22.142%	0.05214	0.955
CRUK0026_SU_T1-R1	201	0.891	96.059	47.791%	13.08	46.158%	0.23062	0.765
CRUK0026_SU_T1-R2	412	0.852	207.985	50.482%	34.141	52.531%	0.26035	0.728
CRUK0027_SU_T1-R1	45	0.642	58.315	129.589%	10.217	78.131%	1.19187	0.598
CRUK0027_SU_T1-R2	332	0.851	172.736	52.029%	27.107	53.059%	0.25178	0.719
CRUK0027_SU_T1-R3	27	0.638	31.143	115.344%	4.425	77.029%	1.09382	0.48
CRUK0028_SU_T1-R1	281	0.879	147.949	52.651%	21.054	47.739%	0.26409	0.778
CRUK0028_SU_T1-R2	228	0.905	102.632	45.014%	14.769	42.67%	0.20859	0.82
CRUK0029_SU_T1-R1	126	0.787	93.327	74.069%	13.253	61.659%	0.47908	0.639
CRUK0029_SU_T1-R2	290	0.928	113.411	39.107%	14.914	37.146%	0.16136	0.836
CRUK0029_SU_T1-R4	1123	0.979	251.537	22.399%	33.055	20.722%	0.04258	0.956
CRUK0029_SU_T1-R5	278	0.933	107.029	38.5%	16.269	36.109%	0.15426	0.886
CRUK0029_SU_T1-R6	1025	0.972	251.284	24.516%	33.75	23.671%	0.05613	0.939
CRUK0029_SU_T1-R7	225	0.842	130.65	58.067%	20.228	54.042%	0.40155	0.734
CRUK0029_SU_T1-R8	699	0.978	165.074	23.616%	22.808	20.804%	0.05876	0.963
CRUK0030_SU_T2-R1	240	0.882	147.044	61.268%	21.781	48.036%	0.327	0.834
CRUK0030_SU_T2-R2	265	0.899	135.928	51.294%	18.147	43.897%	0.24091	0.817
CRUK0030_SU_T2-R3	360	0.86	187.47	52.075%	33.266	52.519%	0.26226	0.804
CRUK0031_SU_T1-R1	2055	0.989	336.091	16.355%	44.955	15.006%	0.02511	0.978
CRUK0031_SU_T1-R2	1290	0.975	299.079	23.184%	39.986	22.531%	0.04594	0.944
CRUK0031_SU_T1-R3	1916	0.972	427.26	22.3%	61.722	23.481%	0.04395	0.936
CRUK0032_SU_T1-R1	253	0.725	207.203	81.898%	48.001	70.689%	0.56794	0.686
CRUK0032_SU_T1-R2	555	0.955	170.921	30.797%	22.749	29.771%	0.09177	0.897
CRUK0032_SU_T1-R3	444	0.847	231.088	52.047%	39.503	53.638%	0.21677	0.746
CRUK0032_SU_T1-R4	555	0.933	184.855	33.307%	26.786	36.154%	0.09749	0.833
CRUK0033_SU_T1-R1	416	0.958	129.945	31.237%	18.435	29.09%	0.11088	0.924
CRUK0033_SU_T1-R2	568	0.903	251.578	44.292%	39.838	43.935%	0.18432	0.841
CRUK0034_SU_T1-R1	214	0.723	168.7	78.832%	26.914	69.078%	0.52339	0.552
CRUK0034_SU_T1-R2	556	0.874	231.556	41.647%	37.161	49.238%	0.14802	0.695
CRUK0034_SU_T1-R3	487	0.946	167.563	34.407%	23.493	32.727%	0.12211	0.895
CRUK0035_SU_T1-R1	123	0.714	95.297	77.477%	14.088	70.528%	0.68902	0.456
CRUK0035_SU_T1-R2	178	0.693	165.366	92.902%	29.979	72.497%	0.67126	0.603
CRUK0035_SU_T1-R3	168	0.849	105.764	62.955%	13.946	53.092%	0.34627	0.719
CRUK0036_SU_T1-R1	143	0.841	81.099	56.713%	13.163	54.237%	0.33778	0.736
CRUK0036_SU_T1-R2	587	0.958	156.725	26.699%	23.182	28.738%	0.07584	0.903
CRUK0036_SU_T1-R3	275	0.923	121.67	44.244%	17.517	38.511%	0.19436	0.873
CRUK0036_SU_T1-R4	200	0.832	115.272	57.636%	17.371	55.775%	0.31966	0.683
CRUK0037_SU_T1-R1	752	0.965	214.413	28.512%	27.884	26.24%	0.08238	0.925
CRUK0037_SU_T1-R2	434	0.915	168.424	38.807%	23.836	40.522%	0.13485	0.795
CRUK0037_SU_T1-R3	407	0.949	135.21	33.221%	20.202	31.424%	0.13484	0.911
CRUK0037_SU_T1-R4	481	0.946	171.414	35.637%	22.242	32.296%	0.13189	0.888
CRUK0037_SU_T1-R5	637	0.964	176.648	27.731%	24.024	26.748%	0.07189	0.922
CRUK0038_SU_T1-R1	308	0.78	235.102	76.332%	46.685	64.505%	0.43877	0.74
CRUK0038_SU_T1-R2	259	0.735	199.548	77.046%	41.461	69.073%	0.45714	0.673
CRUK0039_SU_T1-R1	573	0.853	264.374	46.139%	42.888	53.102%	0.16198	0.675
CRUK0039_SU_T1-R2	599	0.881	243.388	40.632%	38.493	48.686%	0.12956	0.701
CRUK0039_SU_T1-R3	589	0.891	240.96	40.91%	36.081	46.201%	0.13943	0.727
CRUK0040_SU_T1-R1	142	0.871	86.287	60.765%	10.968	49.248%	0.35732	0.763
CRUK0040_SU_T1-R2	219	0.851	119.282	54.467%	17.102	52.653%	0.29209	0.69
CRUK0041_SU_T1-R1	716	0.969	183.071	25.569%	25.42	24.833%	0.07972	0.935
CRUK0041_SU_T1-R2	655	0.93	243.932	37.242%	36.727	37.189%	0.12588	0.87
CRUK0041_SU_T1-R3	1089	0.976	259.637	23.842%	34.967	21.682%	0.06175	0.954
CRUK0041_SU_T1-R4	256	0.843	147.312	57.544%	23.042	54.071%	0.31372	0.738
CRUK0042_SU_T1-R1	110	0.766	84.499	76.817%	11.871	64.38%	0.55705	0.587
CRUK0042_SU_T1-R2	38	0.706	38.263	100.692%	5.679	70.988%	0.86272	0.591
CRUK0043_SU_T1-R1	499	0.892	223.838	44.857%	38.415	46.534%	0.17848	0.838
CRUK0043_SU_T1-R2	690	0.929	260.384	37.737%	39.167	37.65%	0.13488	0.873
CRUK0044_SU_T1-R1	173	0.749	133.495	77.165%	20.151	66.984%	0.49123	0.585
CRUK0044_SU_T1-R2	14	0.534	20.344	145.314%	3.586	84.523%	1.71487	0.441
CRUK0045_SU_T1-R1	97	0.693	91.559	94.391%	16.471	73.006%	0.71786	0.615
CRUK0045_SU_T1-R2	136	0.682	136.549	100.404%	26.438	75.018%	0.76793	0.644
CRUK0045_SU_T1-R3	111	0.856	71.185	64.131%	9.913	52.465%	0.36517	0.777
CRUK0046_SU_T1-R1	552	0.961	166.133	30.097%	24.099	27.864%	0.10188	0.931
CRUK0046_SU_T1-R2	240	0.849	136.0	56.667%	18.13	53.324%	0.28991	0.659
CRUK0046_SU_T1-R3	379	0.906	162.648	42.915%	23.164	42.483%	0.16809	0.799
CRUK0046_SU_T1-R4	375	0.94	138.897	37.039%	18.468	34.066%	0.16254	0.878
CRUK0047_SU_T1-R1	235	0.911	115.21	49.026%	15.083	41.25%	0.23557	0.838
CRUK0047_SU_T1-R2	598	0.937	208.645	34.89%	31.37	35.081%	0.10851	0.881
CRUK0048_SU_T1-R1	272	0.63	288.053	105.902%	68.166	79.124%	0.79756	0.591
CRUK0048_SU_T1-R2	1081	0.972	264.564	24.474%	38.877	23.815%	0.05982	0.948
CRUK0048_SU_T1-R3	841	0.841	414.635	49.303%	78.272	54.76%	0.214	0.747
CRUK0049_SU_T1-R1	700	0.927	260.43	37.204%	41.636	37.773%	0.11632	0.871
CRUK0049_SU_T1-R2	661	0.848	302.544	45.771%	52.418	53.018%	0.17538	0.692
CRUK0050_SU_T1-R1	221	0.867	123.566	55.912%	16.756	49.868%	0.308	0.741
CRUK0050_SU_T1-R2	251	0.847	136.816	54.508%	19.968	53.234%	0.28501	0.688
CRUK0050_SU_T1-R3	194	0.903	92.773	47.821%	12.597	43.157%	0.19686	0.815
CRUK0050_SU_T1-R4	53	0.745	52.75	99.528%	7.098	66.772%	0.78088	0.631
CRUK0050_SU_T1-R5	238	0.912	105.024	44.128%	14.531	41.133%	0.20809	0.828
CRUK0051_SU_T1-R2	369	0.872	172.54	46.759%	24.408	50.169%	0.19024	0.672
CRUK0051_SU_T1-R3	778	0.968	195.912	25.181%	27.144	25.216%	0.06232	0.93
CRUK0051_SU_T1-R4	309	0.855	162.102	52.46%	22.222	53.566%	0.23294	0.653
CRUK0052_SU_T1-R1	709	0.903	259.022	36.533%	41.243	43.651%	0.1184	0.758
CRUK0052_SU_T1-R2	260	0.89	116.51	44.812%	16.462	46.23%	0.21205	0.744
CRUK0052_SU_T1-R3	192	0.709	193.959	101.02%	38.95	73.088%	0.74756	0.683
CRUK0052_SU_T1-R4	471	0.822	237.408	50.405%	41.648	57.235%	0.2282	0.659
CRUK0053_SU_T1-R1	1752	0.938	543.761	31.037%	80.338	35.44%	0.08301	0.841
CRUK0053_SU_T1-R2	2509	0.98	483.143	19.256%	68.599	20.169%	0.03252	0.955
CRUK0054_SU_T1-R1	276	0.902	127.163	46.074%	16.943	43.259%	0.21014	0.783
CRUK0054_SU_T1-R2	433	0.962	127.619	29.473%	17.824	27.267%	0.09819	0.929
CRUK0055_SU_T1-R1	152	0.715	145.154	95.496%	27.58	71.934%	0.70268	0.676
CRUK0055_SU_T1-R2	706	0.905	282.004	39.944%	53.039	44.721%	0.14102	0.871
CRUK0055_SU_T1-R3	338	0.842	184.235	54.507%	29.388	54.034%	0.2461	0.718
CRUK0055_SU_T1-R4	349	0.722	229.034	65.626%	36.248	71.683%	0.34559	0.391
CRUK0056_SU_T1-R1	277	0.871	148.987	53.786%	22.863	49.856%	0.25987	0.791
CRUK0056_SU_T1-R2	323	0.942	114.701	35.511%	16.445	33.645%	0.14554	0.89
CRUK0056_SU_T1-R3	404	0.925	143.173	35.439%	20.44	38.628%	0.10978	0.804
CRUK0057_SU_T1-R1	612	0.882	270.084	44.131%	38.261	48.892%	0.15226	0.681
CRUK0057_SU_T1-R2	644	0.698	530.937	82.444%	109.161	72.69%	0.47794	0.625
CRUK0058_SU_T1-R1	757	0.974	188.363	24.883%	25.67	22.648%	0.0662	0.951
CRUK0058_SU_T1-R2	772	0.964	223.337	28.93%	29.491	26.464%	0.07762	0.927
CRUK0059_SU_T1-R1	148	0.854	91.753	61.995%	12.713	52.162%	0.35108	0.753
CRUK0059_SU_T1-R2	155	0.823	103.383	66.699%	14.352	56.865%	0.39875	0.685
CRUK0060_SU_T1-R1	680	0.754	408.965	60.142%	68.66	68.097%	0.25537	0.503
CRUK0060_SU_T1-R2	191	0.86	108.608	56.863%	14.991	50.971%	0.31317	0.733
CRUK0061_SU_T1-R1	698	0.957	206.617	29.601%	28.738	28.894%	0.08984	0.91
CRUK0061_SU_T1-R2	55	0.804	46.633	84.787%	6.452	59.649%	0.68129	0.719
CRUK0062_SU_T1-R1	1812	0.99	273.483	15.093%	38.088	14.018%	0.02488	0.982
CRUK0062_SU_T1-R2	2245	0.989	347.194	15.465%	48.892	15.01%	0.02301	0.978
CRUK0062_SU_T1-R3	1693	0.982	325.028	19.198%	47.224	19.102%	0.03266	0.965
CRUK0062_SU_T1-R4	2610	0.994	310.086	11.881%	43.892	11.107%	0.01495	0.989
CRUK0062_SU_T1-R5	890	0.972	231.587	26.021%	30.662	23.618%	0.07445	0.944
CRUK0062_SU_T1-R6	288	0.855	155.48	53.986%	22.152	52.097%	0.25961	0.702
CRUK0062_SU_T1-R7	2951	0.99	445.954	15.112%	61.274	14.031%	0.02209	0.981
CRUK0063_SU_T1-R3	198	0.803	134.248	67.802%	22.268	60.162%	0.39488	0.712
CRUK0063_SU_T1-R4	372	0.88	155.584	41.824%	25.455	47.782%	0.19471	0.739
CRUK0063_SU_T1-R5	460	0.923	162.78	35.387%	25.353	38.591%	0.1332	0.834
CRUK0063_SU_T1-R6	96	0.643	101.571	105.803%	19.236	77.504%	0.88065	0.571
CRUK0063_SU_T1-R7	59	0.729	50.114	84.939%	7.632	68.815%	0.6631	0.583
CRUK0064_SU_T1-R1	257	0.895	121.443	47.254%	16.459	44.582%	0.22371	0.774
CRUK0064_SU_T1-R2	106	0.762	83.25	78.538%	11.163	65.104%	0.56362	0.561
CRUK0065_SU_T1-R1	1703	0.98	319.068	18.736%	50.203	19.82%	0.02932	0.962
CRUK0065_SU_T1-R2	1401	0.985	250.999	17.916%	35.146	17.524%	0.03238	0.97
CRUK0065_SU_T1-R3	588	0.936	194.64	33.102%	28.33	35.546%	0.09174	0.85
CRUK0065_SU_T1-R4	796	0.963	214.541	26.952%	29.426	27.163%	0.07165	0.916
CRUK0065_SU_T1-R5	938	0.955	264.217	28.168%	39.409	29.709%	0.08144	0.905
CRUK0065_SU_T1-R6	1231	0.974	273.117	22.187%	40.911	22.485%	0.0536	0.951
CRUK0065_SU_T1-R7	202	0.84	110.161	54.535%	15.27	55.61%	0.28261	0.618
CRUK0066_SU_T1-R1	444	0.859	262.011	59.011%	44.588	53.285%	0.3011	0.819
CRUK0066_SU_T1-R2	113	0.853	71.778	63.52%	10.237	52.309%	0.38773	0.763
CRUK0066_SU_T1-R3	180	0.839	106.91	59.394%	15.026	54.505%	0.33061	0.685
CRUK0066_SU_T1-R4	1134	0.946	329.997	29.1%	55.166	32.898%	0.08239	0.901
CRUK0067_SU_T1-R1	818	0.908	346.63	42.375%	56.993	43.085%	0.1461	0.859
CRUK0067_SU_T1-R3	1142	0.933	364.436	31.912%	59.16	36.155%	0.09934	0.858
CRUK0068_SU_T1-R1	415	0.85	208.012	50.123%	30.799	53.236%	0.21016	0.652
CRUK0068_SU_T1-R2	106	0.689	98.963	93.361%	16.181	72.802%	0.69592	0.569
CRUK0068_SU_T1-R3	411	0.914	161.937	39.401%	22.267	41.499%	0.14911	0.778
CRUK0068_SU_T1-R4	239	0.85	138.642	58.009%	19.314	52.742%	0.30373	0.708
CRUK0069_SU_T1-R1	437	0.886	198.277	45.372%	27.384	47.419%	0.16968	0.713
CRUK0069_SU_T1-R2	386	0.882	179.345	46.462%	24.568	48.2%	0.17554	0.697
CRUK0069_SU_T1-R3	385	0.889	174.591	45.348%	28.797	46.047%	0.21758	0.812
CRUK0069_SU_T1-R4	388	0.867	193.505	49.872%	26.97	50.969%	0.21968	0.685
CRUK0069_SU_T1-R5	415	0.901	170.933	41.189%	24.018	44.531%	0.15578	0.739
CRUK0070_SU_T1-R1	2844	0.99	430.34	15.132%	58.17	13.953%	0.02137	0.982
CRUK0070_SU_T1-R2	2111	0.98	431.197	20.426%	63.146	20.264%	0.04163	0.961
CRUK0070_SU_T1-R4	1303	0.969	332.184	25.494%	44.66	24.891%	0.05784	0.93
CRUK0070_SU_T1-R6	1179	0.97	292.304	24.793%	41.169	24.371%	0.06003	0.94
CRUK0070_SU_T1-R7	174	0.686	182.153	104.686%	43.77	76.194%	0.81404	0.68
CRUK0071_SU_T1-R1	1578	0.98	329.788	20.899%	46.7	19.796%	0.04146	0.963
CRUK0071_SU_T1-R2	461	0.948	147.32	31.957%	21.279	31.938%	0.10258	0.894
CRUK0071_SU_T1-R3	544	0.958	171.699	31.562%	24.343	28.625%	0.10215	0.926
CRUK0071_SU_T1-R5	104	0.589	124.818	120.017%	25.325	81.482%	1.17458	0.522
CRUK0071_SU_T1-R6	336	0.899	140.703	41.876%	20.085	45.115%	0.17135	0.756
CRUK0071_SU_T1-R7	1406	0.985	263.899	18.769%	36.064	17.309%	0.03831	0.971
CRUK0072_SU_T1-R1	822	0.96	225.64	27.45%	32.548	27.912%	0.06688	0.916
CRUK0072_SU_T1-R2	2187	0.991	335.234	15.328%	45.003	13.711%	0.02418	0.982
CRUK0072_SU_T1-R3	296	0.868	153.426	51.833%	22.317	49.753%	0.26824	0.74
CRUK0072_SU_T1-R4	2021	0.989	308.369	15.258%	45.343	14.756%	0.02109	0.98
CRUK0073_SU_T1-R1	3360	0.985	551.093	16.402%	83.179	17.243%	0.02457	0.97
CRUK0073_SU_T1-R2	888	0.959	262.313	29.54%	36.766	28.372%	0.07331	0.919
CRUK0074_SU_T1-R1	969	0.897	345.483	35.654%	65.349	44.394%	0.12541	0.806
CRUK0074_SU_T1-R2	352	0.896	150.597	42.783%	24.154	44.699%	0.17506	0.808
CRUK0074_SU_T1-R3	195	0.843	115.499	59.23%	17.377	54.014%	0.31501	0.731
CRUK0075_SU_T1-R1	340	0.884	144.746	42.572%	21.666	48.568%	0.17395	0.712
CRUK0075_SU_T1-R2	1084	0.967	260.009	23.986%	38.712	25.518%	0.05875	0.928
CRUK0076_SU_T1-R1	1084	0.971	248.427	22.918%	38.272	24.025%	0.05237	0.943
CRUK0076_SU_T1-R2	1405	0.976	321.564	22.887%	44.263	22.906%	0.05457	0.95
CRUK0076_SU_T1-R3	860	0.938	272.781	31.719%	39.954	36.14%	0.10091	0.846
CRUK0076_SU_T1-R4	1001	0.952	307.3	30.699%	43.274	31.632%	0.08812	0.894
CRUK0077_SU_T1-R1	427	0.901	188.241	44.085%	25.29	44.232%	0.16287	0.763
CRUK0077_SU_T1-R2	1416	0.977	321.84	22.729%	47.351	21.49%	0.04782	0.959
CRUK0077_SU_T1-R3	3436	0.993	475.307	13.833%	60.453	11.646%	0.018	0.988
CRUK0078_SU_T1-R2	313	0.853	176.459	56.377%	29.047	53.077%	0.31913	0.781
CRUK0078_SU_T1-R3	158	0.634	164.013	103.806%	34.372	78.24%	0.78616	0.572
CRUK0078_SU_T1-R4	87	0.862	61.613	70.82%	8.263	50.952%	0.45926	0.797
CRUK0079_SU_T1-R1	622	0.965	174.911	28.121%	25.113	26.369%	0.08289	0.936
CRUK0079_SU_T1-R2	1023	0.979	215.204	21.037%	30.508	21.133%	0.03889	0.957
CRUK0079_SU_T1-R3	1157	0.978	254.108	21.963%	34.768	20.765%	0.0483	0.956
CRUK0079_SU_T1-R4	1140	0.981	241.641	21.197%	32.398	19.618%	0.04544	0.961
CRUK0080_SU_T1-R2	181	0.765	133.863	73.957%	24.93	65.312%	0.47409	0.69
CRUK0080_SU_T1-R3	180	0.809	114.921	63.845%	18.8	58.923%	0.40545	0.698
CRUK0080_SU_T1-R4	273	0.846	152.516	55.867%	23.702	53.415%	0.29658	0.73
CRUK0080_SU_T1-R5	333	0.911	136.476	40.984%	18.808	41.591%	0.15376	0.789
CRUK0080_SU_T1-R6	324	0.852	173.967	53.694%	27.984	52.753%	0.26848	0.749
CRUK0081_SU_T1-R1	143	0.818	90.753	63.464%	12.061	58.231%	0.35956	0.605
CRUK0081_SU_T1-R5	440	0.934	155.543	35.351%	21.307	36.15%	0.11444	0.843
CRUK0081_SU_T1-R6	43	0.723	47.519	110.509%	7.38	70.048%	0.95703	0.662
CRUK0082_SU_T1-R1	844	0.982	184.3	21.836%	24.472	18.904%	0.06569	0.967
CRUK0082_SU_T1-R2	524	0.948	187.006	35.688%	26.569	31.811%	0.1231	0.91
CRUK0082_SU_T1-R3	260	0.91	125.739	48.361%	17.23	41.521%	0.24357	0.843
CRUK0082_SU_T1-R4	1067	0.974	256.252	24.016%	34.074	22.806%	0.05203	0.945
CRUK0082_SU_T1-R5	482	0.921	174.708	36.246%	25.247	39.691%	0.13427	0.803
CRUK0083_SU_T1-R1	1555	0.98	305.294	19.633%	43.876	20.119%	0.03668	0.957
CRUK0083_SU_T1-R2	1821	0.983	305.054	16.752%	46.835	18.204%	0.02803	0.965
CRUK0083_SU_T1-R3	1261	0.946	355.654	28.204%	54.667	32.918%	0.07929	0.866
CRUK0083_SU_T1-R4	3044	0.991	425.898	13.991%	61.335	13.77%	0.01861	0.982
CRUK0084_SU_T1-R1	869	0.965	248.144	28.555%	34.918	26.164%	0.08106	0.937
CRUK0084_SU_T1-R2	913	0.978	216.911	23.758%	27.912	20.721%	0.06331	0.958
CRUK0084_SU_T1-R3	491	0.934	190.873	38.874%	26.839	35.958%	0.14472	0.877
CRUK0084_SU_T1-R4	633	0.97	168.891	26.681%	23.025	24.17%	0.08116	0.945
CRUK0085_SU_T1-R1	378	0.789	190.407	50.372%	35.794	61.843%	0.23883	0.579
CRUK0085_SU_T1-R2	763	0.821	323.773	42.434%	63.214	57.622%	0.17306	0.605
CRUK0085_SU_T1-R3	755	0.835	372.873	49.387%	69.502	55.068%	0.20823	0.72
CRUK0085_SU_T1-R4	1061	0.932	338.436	31.898%	54.167	36.297%	0.09236	0.85
CRUK0086_SU_T1-R1	348	0.889	164.301	47.213%	23.004	45.807%	0.18466	0.764
CRUK0086_SU_T1-R2	777	0.951	238.831	30.738%	33.303	31.011%	0.07904	0.888
CRUK0086_SU_T1-R4	343	0.872	163.794	47.753%	25.616	49.144%	0.19921	0.752
CRUK0087_SU_T1-R1	404	0.844	205.302	50.817%	37.374	53.922%	0.2252	0.747
CRUK0087_SU_T1-R2	360	0.781	222.888	61.913%	40.949	62.549%	0.31568	0.658
CRUK0087_SU_T1-R3	261	0.77	164.644	63.082%	29.539	63.899%	0.37791	0.627
CRUK0088_SU_T1-R1	317	0.852	164.147	51.781%	24.241	52.414%	0.242	0.684
