Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0009_SU_T1-R4	1616	0.988	259.656	16.068%	36.289	15.376%	0.02708	0.977
CRUK0010_SU_T1-R1	2607	0.989	372.474	14.287%	54.28	14.969%	0.02058	0.978
CRUK0010_SU_T1-R2	1064	0.974	236.208	22.2%	35.211	22.891%	0.0448	0.947
CRUK0011_SU_T1-R1	283	0.898	120.89	42.717%	17.185	44.006%	0.20021	0.758
CRUK0011_SU_T1-R2	318	0.905	129.561	40.742%	18.6	42.448%	0.16127	0.775
CRUK0011_SU_T1-R3	429	0.96	124.393	28.996%	17.368	28.06%	0.09205	0.919
CRUK0012_SU_T1-R1	388	0.947	146.028	37.636%	19.527	32.146%	0.14475	0.906
CRUK0012_SU_T1-R2	131	0.848	79.857	60.96%	11.41	53.142%	0.39082	0.736
CRUK0013_SU_T1-R1	814	0.967	201.251	24.724%	30.946	25.875%	0.05958	0.936
CRUK0013_SU_T1-R2	594	0.968	168.324	28.337%	22.699	25.538%	0.07848	0.941
CRUK0013_SU_T1-R3	2517	0.973	560.436	22.266%	97.285	23.856%	0.03824	0.956
CRUK0014_SU_T1-R1	227	0.898	104.337	45.963%	14.45	44.154%	0.21203	0.783
CRUK0014_SU_T1-R2	152	0.921	85.385	56.174%	12.002	39.063%	0.31869	0.893
CRUK0015_SU_T1-R1	417	0.944	139.311	33.408%	19.289	33.095%	0.13038	0.875
CRUK0015_SU_T1-R2	212	0.878	111.52	52.604%	15.536	48.129%	0.27444	0.766
CRUK0016_SU_T1-R1	1910	0.982	329.407	17.246%	51.883	18.756%	0.02435	0.965
CRUK0016_SU_T1-R2	879	0.882	384.802	43.777%	81.761	47.411%	0.1973	0.836
CRUK0017_SU_T1-R1	435	0.963	129.706	29.817%	17.636	26.942%	0.10559	0.931
CRUK0017_SU_T1-R2	293	0.922	123.979	42.314%	15.848	38.792%	0.15992	0.823
CRUK0017_SU_T1-R3	475	0.942	155.301	32.695%	21.46	33.684%	0.08872	0.855
CRUK0017_SU_T1-R4	476	0.918	193.968	40.75%	27.579	39.708%	0.17968	0.831
CRUK0018_SU_T1-R1	434	0.85	210.11	48.412%	38.47	54.296%	0.33252	0.75
CRUK0018_SU_T1-R2	705	0.96	198.196	28.113%	27.629	27.874%	0.07542	0.914
CRUK0018_SU_T1-R3	279	0.909	115.613	41.438%	15.522	42.105%	0.19868	0.761
CRUK0018_SU_T1-R4	303	0.864	138.355	45.662%	20.662	51.099%	0.21118	0.65
CRUK0019_SU_T1-R1	424	0.892	214.591	50.611%	31.887	45.749%	0.21236	0.826
CRUK0019_SU_T1-R2	2585	0.99	385.406	14.909%	57.409	14.293%	0.02184	0.984
CRUK0020_SU_T1-R1	1141	0.912	371.742	32.58%	78.624	41.135%	0.11429	0.858
CRUK0020_SU_T1-R2	574	0.961	164.555	28.668%	22.177	27.618%	0.07932	0.916
CRUK0021_SU_T1-R1	128	0.853	81.375	63.574%	11.211	52.158%	0.3856	0.754
CRUK0021_SU_T1-R2	231	0.9	109.124	47.24%	15.475	43.683%	0.22707	0.812
CRUK0022_SU_T1-R1	899	0.965	231.419	25.742%	34.09	26.081%	0.0645	0.931
CRUK0022_SU_T1-R2	322	0.944	129.792	40.308%	16.661	33.072%	0.16804	0.9
CRUK0023_SU_T1-R1	202	0.888	104.37	51.668%	13.607	46.079%	0.2444	0.765
CRUK0023_SU_T1-R2	302	0.918	133.467	44.194%	16.878	39.76%	0.19611	0.816
CRUK0023_SU_T1-R3	301	0.942	109.441	36.359%	13.79	33.515%	0.13541	0.864
CRUK0023_SU_T1-R4	103	0.852	66.84	64.893%	9.2	52.507%	0.42075	0.757
CRUK0024_SU_T1-R1	355	0.928	135.906	38.283%	18.795	37.433%	0.1248	0.843
CRUK0024_SU_T1-R2	36	0.665	38.87	107.972%	5.69	74.713%	0.98721	0.524
CRUK0024_SU_T1-R3	884	0.975	201.725	22.82%	26.701	22.206%	0.05225	0.942
CRUK0024_SU_T1-R4	613	0.966	164.61	26.853%	20.665	25.841%	0.07624	0.911
CRUK0024_SU_T1-R6	684	0.945	220.394	32.221%	29.351	32.726%	0.0879	0.855
CRUK0025_SU_T1-R1	1647	0.99	261.518	15.878%	36.383	14.626%	0.02581	0.981
CRUK0025_SU_T1-R2	3046	0.99	410.614	13.48%	62.989	13.862%	0.01583	0.982
CRUK0025_SU_T1-R3	1235	0.975	287.273	23.261%	42.017	22.153%	0.0519	0.955
CRUK0026_SU_T1-R1	201	0.892	94.716	47.122%	13.061	46.091%	0.2298	0.767
CRUK0026_SU_T1-R2	412	0.94	164.101	39.83%	22.42	34.496%	0.16634	0.897
CRUK0027_SU_T1-R1	45	0.918	35.042	77.871%	5.243	40.094%	0.65683	0.906
CRUK0027_SU_T1-R2	332	0.91	143.038	43.084%	21.168	41.434%	0.20661	0.833
CRUK0027_SU_T1-R3	27	0.643	29.719	110.07%	4.398	76.559%	1.08222	0.489
CRUK0028_SU_T1-R1	281	0.919	118.124	42.037%	17.478	39.631%	0.1959	0.857
CRUK0028_SU_T1-R2	228	0.906	100.607	44.126%	14.672	42.39%	0.20555	0.823
CRUK0029_SU_T1-R1	126	0.81	92.457	73.379%	12.616	58.695%	0.45294	0.681
CRUK0029_SU_T1-R2	290	0.933	111.879	38.579%	14.437	35.958%	0.15612	0.849
CRUK0029_SU_T1-R4	1123	0.98	242.449	21.589%	32.199	20.186%	0.04051	0.958
CRUK0029_SU_T1-R5	278	0.933	108.009	38.852%	16.2	35.956%	0.1554	0.887
CRUK0029_SU_T1-R6	1025	0.975	234.179	22.847%	31.766	22.279%	0.05159	0.947
CRUK0029_SU_T1-R7	225	0.901	109.119	48.497%	16.284	43.505%	0.31465	0.836
CRUK0029_SU_T1-R8	699	0.979	159.74	22.853%	22.44	20.469%	0.05822	0.963
CRUK0030_SU_T2-R1	240	0.901	133.867	55.778%	19.813	43.696%	0.29428	0.859
CRUK0030_SU_T2-R2	265	0.915	123.553	46.624%	16.695	40.385%	0.21012	0.845
CRUK0030_SU_T2-R3	360	0.949	135.182	37.551%	20.254	31.976%	0.14609	0.924
CRUK0031_SU_T1-R1	2055	0.989	318.218	15.485%	43.579	14.547%	0.02332	0.979
CRUK0031_SU_T1-R2	1290	0.977	276.407	21.427%	37.687	21.236%	0.04246	0.949
CRUK0031_SU_T1-R3	1916	0.981	370.216	19.322%	51.148	19.458%	0.03457	0.957
CRUK0032_SU_T1-R1	253	0.975	105.897	41.857%	15.123	22.271%	0.20866	0.971
CRUK0032_SU_T1-R2	555	0.958	162.527	29.284%	21.888	28.644%	0.08845	0.905
CRUK0032_SU_T1-R3	444	0.963	153.404	34.55%	19.765	26.837%	0.12155	0.941
CRUK0032_SU_T1-R4	555	0.96	156.574	28.212%	20.749	28.006%	0.07723	0.905
CRUK0033_SU_T1-R1	416	0.958	127.787	30.718%	18.224	28.757%	0.10902	0.925
CRUK0033_SU_T1-R2	568	0.968	165.947	29.216%	22.814	25.16%	0.10895	0.946
CRUK0034_SU_T1-R1	214	0.909	113.476	53.026%	16.909	43.399%	0.30549	0.87
CRUK0034_SU_T1-R2	556	0.948	184.635	33.208%	24.197	32.061%	0.09945	0.876
CRUK0034_SU_T1-R3	487	0.946	165.45	33.973%	23.317	32.482%	0.12159	0.896
CRUK0035_SU_T1-R1	123	0.76	89.564	72.816%	13.169	65.927%	0.64024	0.568
CRUK0035_SU_T1-R2	178	0.95	89.902	50.507%	13.225	31.981%	0.29764	0.939
CRUK0035_SU_T1-R3	168	0.853	103.799	61.785%	13.712	52.201%	0.33916	0.726
CRUK0036_SU_T1-R1	143	0.841	80.918	56.586%	13.134	54.118%	0.33546	0.737
CRUK0036_SU_T1-R2	587	0.959	154.007	26.236%	23.017	28.534%	0.07565	0.905
CRUK0036_SU_T1-R3	275	0.923	121.486	44.177%	17.508	38.491%	0.19291	0.874
CRUK0036_SU_T1-R4	200	0.839	111.136	55.568%	17.006	54.603%	0.3077	0.696
CRUK0037_SU_T1-R1	752	0.97	203.684	27.086%	25.79	24.27%	0.07802	0.937
CRUK0037_SU_T1-R2	434	0.928	150.46	34.668%	21.924	37.272%	0.11431	0.824
CRUK0037_SU_T1-R3	407	0.951	130.519	32.069%	19.978	31.076%	0.12779	0.914
CRUK0037_SU_T1-R4	481	0.949	167.399	34.802%	21.744	31.573%	0.13141	0.893
CRUK0037_SU_T1-R5	637	0.97	158.248	24.843%	22.013	24.509%	0.06452	0.935
CRUK0038_SU_T1-R1	308	0.978	113.462	36.838%	15.365	21.23%	0.19493	0.972
CRUK0038_SU_T1-R2	259	0.976	92.584	35.747%	13.014	21.681%	0.1675	0.97
CRUK0039_SU_T1-R1	573	0.919	207.655	36.24%	31.963	39.575%	0.10816	0.823
CRUK0039_SU_T1-R2	599	0.944	182.399	30.451%	26.186	33.12%	0.0842	0.855
CRUK0039_SU_T1-R3	589	0.924	208.462	35.393%	30.001	38.415%	0.11042	0.804
CRUK0040_SU_T1-R1	142	0.878	85.741	60.381%	10.674	47.928%	0.34949	0.776
CRUK0040_SU_T1-R2	219	0.871	112.893	51.549%	15.996	49.248%	0.27861	0.736
CRUK0041_SU_T1-R1	716	0.969	184.797	25.81%	25.327	24.743%	0.07935	0.936
CRUK0041_SU_T1-R2	655	0.959	192.574	29.401%	27.868	28.219%	0.08954	0.924
CRUK0041_SU_T1-R3	1089	0.977	253.257	23.256%	34.448	21.36%	0.06073	0.956
CRUK0041_SU_T1-R4	256	0.938	103.103	40.275%	14.772	34.664%	0.20865	0.899
CRUK0042_SU_T1-R1	110	0.781	84.274	76.613%	11.514	62.443%	0.54022	0.618
CRUK0042_SU_T1-R2	38	0.711	36.532	96.137%	5.628	70.35%	0.83933	0.596
CRUK0043_SU_T1-R1	499	0.974	138.946	27.845%	18.796	22.768%	0.09037	0.958
CRUK0043_SU_T1-R2	690	0.965	190.003	27.537%	27.351	26.292%	0.08482	0.934
CRUK0044_SU_T1-R1	173	0.86	104.862	60.614%	15.386	51.145%	0.36635	0.778
CRUK0044_SU_T1-R2	14	0.536	20.483	146.307%	3.583	84.452%	1.67008	0.443
CRUK0045_SU_T1-R1	97	0.881	68.123	70.23%	10.681	47.343%	0.45202	0.85
CRUK0045_SU_T1-R2	136	0.951	74.757	54.968%	11.477	32.566%	0.35532	0.943
CRUK0045_SU_T1-R3	111	0.869	67.484	60.796%	9.414	49.824%	0.33381	0.788
CRUK0046_SU_T1-R1	552	0.962	162.609	29.458%	23.895	27.628%	0.09845	0.933
CRUK0046_SU_T1-R2	240	0.857	130.937	54.557%	17.582	51.712%	0.28032	0.673
CRUK0046_SU_T1-R3	379	0.905	162.599	42.902%	23.165	42.485%	0.16826	0.799
CRUK0046_SU_T1-R4	375	0.941	137.778	36.741%	18.356	33.859%	0.16145	0.879
CRUK0047_SU_T1-R1	235	0.923	103.162	43.899%	14.084	38.518%	0.20985	0.861
CRUK0047_SU_T1-R2	598	0.954	176.258	29.475%	26.865	30.043%	0.08735	0.912
CRUK0048_SU_T1-R1	272	0.984	97.996	36.028%	15.982	18.551%	0.18947	0.983
CRUK0048_SU_T1-R2	1081	0.972	263.213	24.349%	38.722	23.72%	0.05976	0.948
CRUK0048_SU_T1-R3	841	0.986	176.609	21.0%	23.968	16.768%	0.06154	0.978
CRUK0049_SU_T1-R1	700	0.933	250.855	35.836%	40.259	36.524%	0.11025	0.887
CRUK0049_SU_T1-R2	661	0.91	238.852	36.135%	41.26	41.732%	0.11932	0.829
CRUK0050_SU_T1-R1	221	0.885	118.575	53.654%	15.655	46.591%	0.28574	0.78
CRUK0050_SU_T1-R2	251	0.859	134.214	53.472%	19.294	51.437%	0.26661	0.716
CRUK0050_SU_T1-R3	194	0.91	91.224	47.023%	12.124	41.536%	0.19163	0.829
CRUK0050_SU_T1-R4	53	0.746	52.647	99.334%	7.082	66.622%	0.77145	0.634
CRUK0050_SU_T1-R5	238	0.931	97.847	41.112%	12.927	36.592%	0.18761	0.864
CRUK0051_SU_T1-R2	369	0.893	156.539	42.422%	22.086	45.396%	0.17246	0.711
CRUK0051_SU_T1-R3	778	0.971	193.617	24.887%	25.981	24.135%	0.05889	0.935
CRUK0051_SU_T1-R4	309	0.891	143.503	46.441%	19.028	45.867%	0.19868	0.727
CRUK0052_SU_T1-R1	709	0.954	198.216	27.957%	28.385	30.043%	0.07985	0.884
CRUK0052_SU_T1-R2	260	0.905	117.092	45.035%	15.242	42.804%	0.2066	0.773
CRUK0052_SU_T1-R3	192	0.944	108.3	56.406%	18.396	34.519%	0.30675	0.937
CRUK0052_SU_T1-R4	471	0.936	163.378	34.687%	25.831	35.498%	0.12669	0.886
CRUK0053_SU_T1-R1	1752	0.986	285.791	16.312%	37.546	16.563%	0.02796	0.964
CRUK0053_SU_T1-R2	2509	0.985	414.7	16.528%	58.101	17.082%	0.02435	0.966
CRUK0054_SU_T1-R1	276	0.902	127.112	46.055%	16.888	43.119%	0.21055	0.784
CRUK0054_SU_T1-R2	433	0.965	120.95	27.933%	17.144	26.227%	0.09359	0.935
CRUK0055_SU_T1-R1	152	0.941	81.568	53.663%	13.186	34.392%	0.37851	0.93
CRUK0055_SU_T1-R2	706	0.953	226.29	32.052%	36.725	30.965%	0.08572	0.929
CRUK0055_SU_T1-R3	338	0.905	158.125	46.783%	23.426	43.072%	0.19464	0.841
CRUK0055_SU_T1-R4	349	0.934	134.249	38.467%	18.113	35.82%	0.13735	0.863
CRUK0056_SU_T1-R1	277	0.947	108.387	39.129%	14.679	32.009%	0.18031	0.914
CRUK0056_SU_T1-R2	323	0.943	114.094	35.323%	16.227	33.199%	0.14161	0.893
CRUK0056_SU_T1-R3	404	0.946	131.553	32.563%	17.25	32.599%	0.09701	0.857
CRUK0057_SU_T1-R1	612	0.939	197.407	32.256%	27.11	34.643%	0.09091	0.824
CRUK0057_SU_T1-R2	644	0.978	213.858	33.208%	31.132	20.731%	0.13832	0.973
CRUK0058_SU_T1-R1	757	0.975	179.353	23.693%	24.996	22.053%	0.06482	0.954
CRUK0058_SU_T1-R2	772	0.965	222.295	28.795%	29.401	26.384%	0.07677	0.928
CRUK0059_SU_T1-R1	148	0.855	90.66	61.257%	12.673	51.998%	0.35128	0.753
CRUK0059_SU_T1-R2	155	0.829	101.67	65.594%	14.129	55.981%	0.39148	0.696
CRUK0060_SU_T1-R1	680	0.957	201.014	29.561%	29.287	29.047%	0.09317	0.916
CRUK0060_SU_T1-R2	191	0.916	89.949	47.094%	11.948	40.624%	0.24568	0.852
CRUK0061_SU_T1-R1	698	0.967	179.318	25.69%	25.372	25.51%	0.07579	0.932
CRUK0061_SU_T1-R2	55	0.812	46.229	84.053%	6.358	58.78%	0.65064	0.734
CRUK0062_SU_T1-R1	1812	0.99	270.97	14.954%	37.781	13.905%	0.02448	0.982
CRUK0062_SU_T1-R2	2245	0.991	313.62	13.97%	43.409	13.326%	0.01854	0.982
CRUK0062_SU_T1-R3	1693	0.983	310.514	18.341%	45.656	18.468%	0.03084	0.967
CRUK0062_SU_T1-R4	2610	0.994	309.399	11.854%	43.713	11.061%	0.01494	0.989
CRUK0062_SU_T1-R5	890	0.972	229.773	25.817%	30.466	23.467%	0.07395	0.945
CRUK0062_SU_T1-R6	288	0.863	152.309	52.885%	21.647	50.909%	0.25149	0.721
CRUK0062_SU_T1-R7	2951	0.991	436.76	14.8%	59.438	13.611%	0.02142	0.982
CRUK0063_SU_T1-R3	198	0.925	100.014	50.512%	14.123	38.156%	0.28858	0.891
CRUK0063_SU_T1-R4	372	0.898	154.003	41.399%	23.625	44.347%	0.16526	0.785
CRUK0063_SU_T1-R5	460	0.939	150.158	32.643%	22.685	34.53%	0.10973	0.871
CRUK0063_SU_T1-R6	96	0.922	64.814	67.515%	9.628	38.792%	0.57013	0.907
CRUK0063_SU_T1-R7	59	0.73	50.292	85.241%	7.603	68.554%	0.65825	0.585
CRUK0064_SU_T1-R1	257	0.925	109.843	42.74%	14.038	38.024%	0.19922	0.842
CRUK0064_SU_T1-R2	106	0.764	83.177	78.469%	11.118	64.841%	0.56263	0.564
CRUK0065_SU_T1-R1	1703	0.981	305.534	17.941%	48.669	19.214%	0.02727	0.965
CRUK0065_SU_T1-R2	1401	0.985	246.952	17.627%	34.455	17.179%	0.03214	0.971
CRUK0065_SU_T1-R3	588	0.951	170.799	29.047%	24.915	31.261%	0.07642	0.887
CRUK0065_SU_T1-R4	796	0.967	208.98	26.254%	28.1	25.939%	0.06507	0.925
CRUK0065_SU_T1-R5	938	0.967	228.384	24.348%	33.835	25.507%	0.06331	0.931
CRUK0065_SU_T1-R6	1231	0.978	256.337	20.823%	37.838	20.796%	0.04649	0.958
CRUK0065_SU_T1-R7	202	0.891	97.283	48.16%	12.524	45.61%	0.25294	0.731
CRUK0066_SU_T1-R1	444	0.903	218.457	49.202%	36.474	43.589%	0.2354	0.863
CRUK0066_SU_T1-R2	113	0.859	70.941	62.78%	10.073	51.471%	0.37664	0.778
CRUK0066_SU_T1-R3	180	0.856	103.024	57.236%	14.245	51.672%	0.32557	0.721
CRUK0066_SU_T1-R4	1134	0.955	327.699	28.898%	50.118	29.887%	0.07462	0.913
CRUK0067_SU_T1-R1	818	0.95	262.204	32.054%	41.485	31.362%	0.08456	0.917
CRUK0067_SU_T1-R3	1142	0.946	342.352	29.978%	53.008	32.396%	0.08559	0.887
CRUK0068_SU_T1-R1	415	0.903	169.172	40.764%	24.799	42.865%	0.16436	0.777
CRUK0068_SU_T1-R2	106	0.877	72.21	68.123%	10.694	48.115%	0.46777	0.835
CRUK0068_SU_T1-R3	411	0.926	154.71	37.642%	20.339	37.906%	0.13845	0.801
CRUK0068_SU_T1-R4	239	0.861	134.247	56.17%	18.645	50.915%	0.29759	0.733
CRUK0069_SU_T1-R1	437	0.92	162.449	37.174%	22.735	39.368%	0.13036	0.788
CRUK0069_SU_T1-R2	386	0.911	156.727	40.603%	21.122	41.44%	0.14614	0.761
CRUK0069_SU_T1-R3	385	0.928	152.686	39.659%	23.354	37.344%	0.16934	0.877
CRUK0069_SU_T1-R4	388	0.911	169.366	43.651%	21.863	41.317%	0.16079	0.784
CRUK0069_SU_T1-R5	415	0.921	153.577	37.007%	21.114	39.147%	0.1291	0.782
CRUK0070_SU_T1-R1	2844	0.993	386.951	13.606%	50.033	12.001%	0.01797	0.986
CRUK0070_SU_T1-R2	2111	0.99	344.03	16.297%	44.326	14.225%	0.02808	0.98
CRUK0070_SU_T1-R4	1303	0.971	320.488	24.596%	43.162	24.056%	0.05595	0.934
CRUK0070_SU_T1-R6	1179	0.972	287.46	24.382%	39.669	23.483%	0.05794	0.943
CRUK0070_SU_T1-R7	174	0.977	83.849	48.189%	13.936	24.259%	0.30315	0.975
CRUK0071_SU_T1-R1	1578	0.981	319.535	20.249%	45.617	19.337%	0.03786	0.964
CRUK0071_SU_T1-R2	461	0.952	142.423	30.894%	20.33	30.514%	0.09257	0.902
CRUK0071_SU_T1-R3	544	0.958	169.913	31.234%	24.314	28.591%	0.10164	0.926
CRUK0071_SU_T1-R5	104	0.913	74.679	71.807%	12.673	40.775%	0.5969	0.901
CRUK0071_SU_T1-R6	336	0.914	134.124	39.918%	18.305	41.117%	0.1513	0.782
CRUK0071_SU_T1-R7	1406	0.985	262.467	18.668%	35.612	17.092%	0.03637	0.972
CRUK0072_SU_T1-R1	822	0.96	226.125	27.509%	32.492	27.864%	0.06681	0.916
CRUK0072_SU_T1-R2	2187	0.991	336.574	15.39%	45.239	13.783%	0.02358	0.982
CRUK0072_SU_T1-R3	296	0.876	151.669	51.24%	21.612	48.182%	0.25844	0.759
CRUK0072_SU_T1-R4	2021	0.989	309.108	15.295%	45.169	14.699%	0.02019	0.981
CRUK0073_SU_T1-R1	3360	0.988	497.665	14.811%	73.801	15.299%	0.01959	0.976
CRUK0073_SU_T1-R2	888	0.963	251.637	28.338%	35.022	27.026%	0.06881	0.927
CRUK0074_SU_T1-R1	969	0.969	255.369	26.354%	36.524	24.812%	0.06784	0.943
CRUK0074_SU_T1-R2	352	0.947	125.85	35.753%	17.44	32.274%	0.14355	0.904
CRUK0074_SU_T1-R3	195	0.866	111.841	57.354%	16.082	49.988%	0.29484	0.772
CRUK0075_SU_T1-R1	340	0.917	127.841	37.6%	17.942	40.22%	0.15178	0.783
CRUK0075_SU_T1-R2	1084	0.977	239.161	22.063%	32.438	21.382%	0.04504	0.95
CRUK0076_SU_T1-R1	1084	0.979	235.006	21.68%	32.642	20.491%	0.04441	0.959
CRUK0076_SU_T1-R2	1405	0.98	286.998	20.427%	38.655	20.004%	0.04312	0.957
CRUK0076_SU_T1-R3	860	0.963	229.199	26.651%	29.862	27.011%	0.06853	0.901
CRUK0076_SU_T1-R4	1001	0.966	262.3	26.204%	35.278	25.787%	0.06373	0.923
CRUK0077_SU_T1-R1	427	0.903	187.999	44.028%	24.924	43.592%	0.15978	0.762
CRUK0077_SU_T1-R2	1416	0.977	319.738	22.58%	46.912	21.291%	0.04875	0.959
CRUK0077_SU_T1-R3	3436	0.994	462.089	13.448%	58.809	11.33%	0.01778	0.988
CRUK0078_SU_T1-R2	313	0.942	125.997	40.255%	18.415	33.649%	0.21899	0.911
CRUK0078_SU_T1-R3	158	0.961	74.853	47.375%	12.114	27.575%	0.29379	0.955
CRUK0078_SU_T1-R4	87	0.864	60.423	69.452%	8.202	50.576%	0.45882	0.799
CRUK0079_SU_T1-R1	622	0.966	172.3	27.701%	24.685	25.92%	0.08021	0.938
CRUK0079_SU_T1-R2	1023	0.979	212.723	20.794%	29.586	20.494%	0.03764	0.958
CRUK0079_SU_T1-R3	1157	0.979	250.436	21.645%	33.913	20.254%	0.04695	0.958
CRUK0079_SU_T1-R4	1140	0.981	237.04	20.793%	32.055	19.41%	0.0446	0.962
CRUK0080_SU_T1-R2	181	0.9	101.119	55.867%	16.657	43.638%	0.34596	0.868
CRUK0080_SU_T1-R3	180	0.872	103.259	57.366%	15.626	48.975%	0.35167	0.801
CRUK0080_SU_T1-R4	273	0.9	135.201	49.524%	19.402	43.724%	0.23096	0.828
CRUK0080_SU_T1-R5	333	0.917	133.337	40.041%	18.126	40.083%	0.15186	0.799
CRUK0080_SU_T1-R6	324	0.95	131.352	40.541%	16.536	31.172%	0.17817	0.918
CRUK0081_SU_T1-R1	143	0.831	88.337	61.774%	11.557	55.798%	0.3522	0.626
CRUK0081_SU_T1-R5	440	0.938	150.637	34.236%	20.505	34.789%	0.11028	0.849
CRUK0081_SU_T1-R6	43	0.73	46.838	108.926%	7.275	69.051%	0.94874	0.666
CRUK0082_SU_T1-R1	844	0.984	177.346	21.013%	23.002	17.769%	0.07192	0.972
CRUK0082_SU_T1-R2	524	0.948	183.309	34.983%	26.472	31.694%	0.12005	0.911
CRUK0082_SU_T1-R3	260	0.912	123.299	47.423%	17.008	40.986%	0.23091	0.846
CRUK0082_SU_T1-R4	1067	0.975	251.803	23.599%	33.195	22.218%	0.05014	0.947
CRUK0082_SU_T1-R5	482	0.926	172.001	35.685%	24.279	38.17%	0.12902	0.808
CRUK0083_SU_T1-R1	1555	0.987	256.795	16.514%	35.358	16.213%	0.02833	0.972
CRUK0083_SU_T1-R2	1821	0.991	244.416	13.422%	34.954	13.586%	0.01768	0.981
CRUK0083_SU_T1-R3	1261	0.974	282.837	22.43%	38.879	23.411%	0.04894	0.938
CRUK0083_SU_T1-R4	3044	0.993	348.925	11.463%	52.465	11.779%	0.01319	0.986
CRUK0084_SU_T1-R1	869	0.966	247.546	28.486%	34.476	25.833%	0.07969	0.938
CRUK0084_SU_T1-R2	913	0.978	216.163	23.676%	27.822	20.654%	0.0623	0.958
CRUK0084_SU_T1-R3	491	0.957	154.629	31.493%	21.689	29.058%	0.11461	0.92
CRUK0084_SU_T1-R4	633	0.972	163.338	25.804%	22.224	23.329%	0.07677	0.948
CRUK0085_SU_T1-R1	378	0.85	165.825	43.869%	30.514	52.72%	0.17895	0.71
CRUK0085_SU_T1-R2	763	0.891	263.262	34.504%	50.425	45.965%	0.10691	0.772
CRUK0085_SU_T1-R3	755	0.967	212.972	28.208%	32.246	25.549%	0.08322	0.947
CRUK0085_SU_T1-R4	1061	0.98	223.309	21.047%	29.843	19.997%	0.04486	0.957
CRUK0086_SU_T1-R1	348	0.926	139.591	40.112%	19.152	38.137%	0.14932	0.851
CRUK0086_SU_T1-R2	777	0.96	222.831	28.678%	30.322	28.235%	0.0697	0.912
CRUK0086_SU_T1-R4	343	0.912	144.74	42.198%	21.415	41.084%	0.17955	0.834
CRUK0087_SU_T1-R1	404	0.97	114.082	28.238%	16.871	24.341%	0.08926	0.954
CRUK0087_SU_T1-R2	360	0.931	151.891	42.192%	23.837	36.41%	0.15878	0.898
CRUK0087_SU_T1-R3	261	0.905	126.151	48.334%	19.651	42.509%	0.23353	0.854
